"id","ATTRIBUTE"
"168020","B440|B458|B458|B476|B476|B536|H905|H941|H964|P105|P105|R699|R699|R921|S051|S051|S416|S416|S416|T603|T609|T609|T609|T796|X508|X508|Y330"
"168093","Y260|Y260"
"168094","S103|Y260|Y260"
"168104","S299|Y234|Y234"
"168113","H941|H941|H941"
"168114","H941|H941"
"168118","S996|S996"
"168124","S996|S996"
"168132","R425|S205"
"168133","T045|T148"
"168134","T045|T138"
"168135","T138"
"168136","T045"
"168138","S205|T045|T569"
"168139","T045|T569"
"168140","S996|S996"
"168143","S205"
"168145","Y679"
"168148","S416|S801|S801|T150|T854|Y486|Y486|Y666|Y681|Y681|Y685|Y685|Y694"
"16815","Y685"
"168177",NA
"168182",NA
"168184",NA
"168185",NA
"168206","T088"
"168207","S143|S243"
"168208","T584"
"168210","H643|H713|H962|H963|R510|S243|T150|T799|Y230|Y239|Y486|Y694"
"168228","T798|X481"
"168229","S299"
"168237","T857|T859"
"16840","H713"
"168475","H941|H964"
"168488","X482|X482"
"168490",NA
"168491","Y234|Y260|Y282"
"168539","B440|B440|B536|B536|S197|S197|Y012|Y012"
"168544","S863"
"168546","S863"
"168550","S863"
"168560","S863"
"168564","S863"
"168565","S863"
"168567","S863"
"168574","S863"
"168581","S863"
"168588","Q768"
"168591","T045|T045|T138"
"168592","T045|T148"
"16861","T584"
"168626","H646|H646|H713"
"16863","T584"
"168637","H905|H941"
"168643","S237"
"16865","R114|T045"
"168650","T045|T138|T148"
"168688","S205|S744"
"168701","S996|T003|T855"
"168710","S143|Y281"
"168716","S237|S673|Y282"
"168722",NA
"168731","S744|T148"
"16879","R114|R114"
"169858","S103|T250"
"169860","B440|R699|S197|T261|Y012|Y202"
"169863","B440|B536"
"169873","S103|Y260"
"169874","S103|S103|Y011|Y260"
"169879","S103|S103|S103|Y260"
"169888","S103|S103|T851|Y260"
"169891","S103|S103"
"169903","Q768"
"169905","S197"
"169914","T798|T850"
"169915","T800|T850"
"169917","T857|X814"
"169951",NA
"169954",NA
"169956","R114|T138|X482|Y202"
"169957","B527|P193|S744|S801|S863|S991|T131|T796|T849|X482|Y202|Y202|Y230|Y256|Y280"
"169964","S863|T849|Y202|Y690"
"169968","H996|T133|T584"
"169992","S237"
"169998","S863"
"169999","S863"
"17",NA
"170032","H646|H905|H905|H941|H941|H964|H964|P193|S197|S991|S991|Y012|Y231|Y678|Y678"
"170035","H646|H905|H941|Y678|Y679"
"170092",NA
"170097","T800|T857|X481"
"170100","T850"
"170101",NA
"170108",NA
"170110",NA
"170112","Y486|Y685"
"170121",NA
"170138","S991|Y012"
"170174","B527|H646|S237|S673|S744|T799|T849|Y280|Y281|Y282"
"170177","H963|Q768|Q884|S243|S416|S744|S801|S960|T609|T854|Y230|Y239|Y282|Y666|Y681|Y685|Y690|Y694|Y703"
"170179","H962|S801|S801|Y239|Y681"
"170214","S243|Y011|Y280|Y666"
"170219","H877|Y239"
"170228","H962|T854|Y239"
"170231","Y239|Y239"
"170248","H996|T849"
"170251","H941|H964|T849"
"170253","T569|T569"
"170256","B440|B458|B458|B458|B476|B476|B476|B536|B536|H905|H905|H905|H941|H941|H964|H964|H964|P105|P105|P105|R699|R699|R699|R921|R921|R921|S051|S051|S051|S416|S416|S416|T603|T609|T609|T609|Y330|Y330"
"170257","B440|B440|B458|B458|B458|B476|B476|B536|B536|B536|H905|H905|H905|H941|H941|H964|H964|H964|P105|P105|P105|R699|R699|R699|R921|S051|S051|S051|S103|S103|S416|S416|S416|T603|T603|T609|T609|T609|Y330|Y330"
"170259","B440|B458|B476|B476|B536|B536|B536|H941|H941|P105|P105|P105|R921|R921|S051|S051|S416|T603|T603|T609"
"170263","B458|B458|B476|B536|H964|P105|S051|S051|T603|T609|Y330"
"170350","H964|R921"
"170369","T029"
"170431","R107|T029|T148"
"170433","T569"
"170434","T569|X891"
"170456","T029|T138"
"170531","B440|B536|H646|H905|R107|R921|S143|S205|X891|Y231"
"170584",NA
"170612","S051|T029"
"170648","T569|Y012"
"170761","R107|Y678"
"170801","S237|T138"
"171117","S996|T133|T403|Y231"
"171121",NA
"171132","Y011|Y239|Y486"
"171137",NA
"171163","B536|H905|H964|R107|R894|S237|T138|T569|X891"
"171225","S237|T029"
"171228","S237|T029"
"171241","S237|S237"
"171242","S237|S237"
"171243","S237|S237"
"171245","S237|S237"
"171290",NA
"171312","B527|H646|P193|R942|S055|Y202"
"171481",NA
"171590","B476|H941|S051|Y231"
"171696","H898|H964|R921|T603|Y012"
"171749","S863|Y231|Y231|Y231"
"172372","S197"
"172673","Y011|Y260"
"172723","T851|Y260|Y260"
"172770","T857|T859"
"172792","R909|Y230|Y486"
"172804",NA
"172805",NA
"172810","H964|S744|Y685"
"172837","S296"
"172842","S296"
"172849","S296"
"172860","T005"
"172867","H941|T603"
"172870","T029"
"172922",NA
"172926","R894|S197|T045|T569"
"172928","S801|T569"
"172981",NA
"172989",NA
"172990",NA
"172994",NA
"172998",NA
"173018","B440|H905|S960|T045|T603"
"173079",NA
"173106","Y231|Y231"
"173144","B527|B527|H996|Q748|R942|R942|S055|T796|T849|X508|Y202|Y280"
"173209","S103|T851"
"173223","S860|T088"
"173592","Y681"
"173596","X482"
"173601","R114|S143"
"173605","B440|R699|S197|S197|Y012|Y012|Y678|Y678"
"173779",NA
"173792",NA
"173807","B440|H898|S205|T569"
"173849","Q768|R425"
"173880","B440|B536|H905|H941|H941|H964|H964|Q768|R107|R921|R921|S051|S416|S673|S960|T584|T603|T603|T799|T851|X891|Y012|Y239|Y330"
"173912","B458|H713|H962|H962|P105|P105|P105|S744|T603|T609|T799|Y282|Y330"
"173937","B440|B458|H905|H941|H964|H964|R425"
"173947",NA
"173948","H963|S051|S863|T250|T609|Y011|Y282"
"174464","B527|B527"
"174469","T800|T859|X481"
"174472","T798|T850|X814"
"174474","X814"
"174489","T133|T796"
"174490",NA
"174496","T584"
"174520","S205"
"174524","H941|H964|P193"
"174525","H964"
"174533","B440|B536|H898"
"174538",NA
"174551","T029|T029|T138|T849"
"174556",NA
"174559","T029|T138"
"174567","S960|S960"
"174592",NA
"174595","H941|Q768|R894|S991|S991|S996|Y231|Y678"
"174596",NA
"174602",NA
"174627","S960|T045"
"174671","B440|T250|T261"
"174676","S243"
"174679","Y486|Y685"
"174707","R699|R921"
"174708","R699|R921"
"174727",NA
"174732","H713|Y486|Y685|Y685"
"174741",NA
"174768","Q768|R425"
"174782","S237|T029"
"174783","S237|T029"
"174801","T088"
"174803","T088"
"174807","H713|T088"
"174809","H713|T088"
"174811","H713|T088"
"174812","T088"
"174814","H713|T088"
"174817","H713|T088"
"174818","H713|T088"
"174821","T088"
"174823","T798|T800|T850|X814"
"174824","T798|T800"
"174847",NA
"174848",NA
"174852","B440|S296|T001|T849|X482|Y202"
"174858","B536|Y012"
"174859","H877|P193|X482|Y280"
"174878","B440|B440|Q768|Y012|Y202|Y678"
"174887","Y012|Y281|Y678"
"174888","B536"
"174903","H713"
"174904","H713"
"174971","H962|T854|Y239|Y486"
"174972","H713|H962|T854|Y230|Y486|Y666|Y703"
"174990","S299|S299|Y234|Y234"
"174998","R921|S103|S991|Y231"
"175004","S991|Y239|Y280"
"175005","Y280"
"175017","H646|H877"
"175024","S299|S299|S299|T798|T798|T798|T800|T800|T800|T850|T850|T850|Y234|Y234"
"175029","B476|T250|Y678"
"176407","Y281"
"176409","H905|H905|H964"
"176411","H646|H905|H941|R107|T005"
"176424","H941|H964"
"176745",NA
"176746",NA
"176747",NA
"176766","H898|H898|R894"
"176842",NA
"176843",NA
"176850","B458|H877|H996|P193|P193|S325|S991|S996|T005|T029|T088|T403|T403|T403|T799|T849|Y231|Y256|Y280|Y281|Y281|Y679"
"176851","H905|Q884|R107|S991|T138|Y231"
"176862","H646|S296|S673|S991|T029|T029|T088|Y281|Y281|Y679|Y679"
"176975","R425"
"176978",NA
"176997","H964"
"176999","H941|H941|H941|H964|T603"
"177041","H964"
"177044","H964"
"177212","B440|Y330"
"181397","R114|R114"
"181398","R114|R114"
"181434","H898|H898"
"181435","H898|H898"
"181436","H898"
"181437","H898|H898"
"181452","B440|R699"
"181455","R107|T088"
"181464","Y330"
"181468","H713"
"181477",NA
"181479","P193|Q748|S055|T849"
"181480","H996|P193|Y280"
"181481","H996|S055|S197|S205|S243|T849|Y280"
"181495","S299|S299|S299|T798|T798|T798|T800|T800|T800|T850|T850|T850|T857|T857|T857|T859|T859|T859|X481|X481|X481|X814|X814|X814|Y234|Y234"
"181515",NA
"181517",NA
"181518","B458|H643|H713|H713|H962|P105|R425|R921|S205|S243|S243|S296|S342|S673|S744|S744|S820|T088|T138|T799|X891|X891|Y230|Y230|Y234|Y244|Y280|Y694"
"181531",NA
"181542",NA
"181623","R107|S197"
"181632","Q748|T005|Y237|Y256"
"181764","X891|X891"
"181846","H941|H964"
"181847","H941|P105"
"181849","H941"
"181851","H941"
"181889","T569"
"181900","Q768"
"181902","H962|Q768|S243|T250|T855|Y239"
"181915","H877|Q768|T250"
"181925","R107|T138|X891"
"181939",NA
"181944","T029|T138"
"181947","S205|T138|T148"
"181950","S996"
"181953","H898|S416|T250"
"181961","S299|Y234"
"181968","S991"
"181977","Q768|T584|T584"
"182008","S197|Y678"
"182009","S197|Y012"
"182067","Y281"
"182075","P105|Q748|Q884|R425|R921|S673|S744|S860|S960|S991|S996|T029|T045|T148|X482"
"182076",NA
"182080","Q768|R909|T584"
"182235","T138"
"182288",NA
"183002","S237|T029"
"183243",NA
"183245","B527|H877|H996|Q748|S055|T849|Y202|Y280"
"183250","H877|H996|R942|Y202"
"183346","B440|B440|B536|B536|B536|H905|H905|H964|P105|R699|R921|R921|R921|S051|S051|S051|S416|S416|T603|T603|T609|T609|T796"
"183347","B440|B440|B458|B476|B536|B536|H905|H905|H964|R921|S051|T603|T603"
"183348","B440|B476|B536|H905|H905|H941|H941|H964|H964|H964|R699|R921|T603|T603|T609|T609|Y330"
"183351","B440|H905|H941|H941|H964"
"183358","B440|H964|R921|R921|S416"
"183378",NA
"183380","T138|T569"
"183397",NA
"183406","B458|B527|H646|H941|H962|H962|Q748|Q768|Q768|Q884|Q884|R909|R921|S744|S801|S801|S960|S960|S991|S996|T133|T148|T603|T609|T851|T855|T855|Y011|Y230|Y231|Y237|Y239|Y280|Y486|Y486|Y681|Y685|Y690"
"183429","B440|H941|R699|R699|S197|S673|S673|T799|T849|Y012"
"183436","T849|T849|Y280"
"183445","R425"
"18347","B458|R894|S197|S996|T849|X508"
"183472","H713"
"18348",NA
"183480","H713"
"183489","H713"
"183496","S296"
"18350","S991"
"183504","S296"
"183506","S296"
"183512","S296"
"183514","T584"
"183515","T584"
"183530","T798|T850|X481"
"183531","T798|T800|T850|X481"
"183533","T800|Y234"
"183549","H941"
"183557","Q768|R921|S991|S996|Y681"
"183558","R425|S960|T045|T148|X482|Y679"
"183559",NA
"183561","S296|T088"
"183563","B458|B476|R114|S143|S744|S744|T088|Y230"
"183566",NA
"183568",NA
"183577","P193|X482"
"183582","Q748|Q884|T131"
"183766","B440|R699"
"183767","S205"
"183768","B440|H898|H905|H964|Q768|R114|R114|R699|S960|S991|S996|T148|X482|Y012|Y231|Y681"
"183769",NA
"183770","B440|B527|H941|R921|T045|T148|T569|Y244|Y330"
"183775","B440|B536|Y678"
"183799","H996|Y256"
"183812","Y202|Y256"
"183875","B440|B476|B536|H905|H941|H964|R699|R921|R921|S051|S416|S416|T603|Y012|Y330"
"183878","B440|H905|H941|P105|R699|T603"
"183905","S416|S416"
"183908","B440|B458|B476|B536|H646|H646|H905|H905|H964|H964|R699|R921|S051|S103|S143|S197|S416|T603|T603|T609|T609|Y012|Y012|Y012|Y231|Y260|Y678|Y678|Y678"
"183935","B458|H964|T603|T609"
"184142","B440|H964|H964|P105|R921|T603"
"184144","H964"
"184240","B536|H646|T851|Y231|Y260|Y678"
"184318","R921|R921"
"184339","R921|T603"
"184344","B536|R921|R921|T603"
"184580","B440|H964"
"184620","B440"
"184658","B440|H905|S051|T603"
"18515","S103|S103"
"186405",NA
"186408",NA
"186413",NA
"186414","S243|Y486"
"186415",NA
"186416",NA
"186420","R699|S197|S205|S416|T799|Y012|Y012|Y678"
"186422",NA
"186423","R699|R894|T029|T045|Y012"
"186432","R107|Y012"
"186467","S237"
"186468","H877"
"186473","H877"
"186482","X482"
"186486",NA
"186488",NA
"186504","S299|T800|X481|X481|Y234"
"186506","S299|S299|T850|Y234"
"186572","B440|B440|B458|B458|B458|B476|B476|B476|B536|B536|H905|H905|H941|H941|H964|H964|H964|P105|P105|P105|R699|R699|R699|R921|R921|R921|S051|S051|S051|S416|S416|S416|T001|T603|T603|T609|T609|T796|T851|T851|T851|X482|X508|Y011|Y011|Y234|Y330|Y330"
"186573","B440|B458|B476|B476|B476|B536|B536|B536|H905|H941|H941|H941|P105|P105|Q768|R699|R699|R921|R921|S103|S416|T584|T584|T603|T603|T609|T796|T796|T851|X508|X508|Y011|Y260|Y260|Y330|Y330"
"186574","B458|B476|H905|P105|R699|R921|S051|S051|S103|S103|S103|S416|T609|T609|T796|T851|T851|T851|X482|X508|Y011|Y011|Y011|Y234|Y237|Y260|Y260|Y260|Y330"
"186576","T800|T850"
"186626","H646"
"186627","B536|H898|H996|Q748|Q768|R114|R894|R909|S416|S801|S996|T003|T029|T045|T138|T148|T250|T261|T569|Y678|Y681"
"186635",NA
"186645",NA
"186659",NA
"186693","H898|R114|Y330"
"186702","Q748|S237|S960"
"186707",NA
"186781",NA
"186782",NA
"186787","B458|H646|H898|H905|H962|H964|R699|R894|S205|S673|S996|X891|Y231|Y281|Y678"
"186794","H941|H941|H964|P193|R894|S996|T148|T148|T849|T849|Y012|Y678|Y678"
"186814","B527|S991|X891|Y202"
"186924","B458|B536"
"186954","H905|H905|R921|S051"
"186970","B476|H905|H905"
"186986","P105|T603"
"187047",NA
"187130","H941"
"187189","S103|S103|S103|T851|T851|T851|Y011|Y234|Y260|Y260"
"187233","S860|T088|Y498"
"187235","T088|Y498"
"187239","T088"
"187294","S237|T138"
"187296","T045|T045"
"187303",NA
"187304",NA
"187305",NA
"187561","H732"
"187575","T850|T857|X481"
"187601",NA
"187602","B440|H898|T250|T569|T609"
"187605","H962|P105|R107|S801|T029|T045|T138|T569|Y231"
"187612",NA
"187629","H941|H964|P193"
"187633","H964|P193"
"187662","S991|Y012"
"187674","S197|Y231"
"187711","S205"
"187851","B440|H646|H905|H941|Q768|S197|S996|T045|T403|T569|T569|T799|Y012|Y231|Y231|Y678|Y678"
"187853","Q768|T029|T569|T569|Y231"
"187864","H646|H646|H713|S197"
"187872","R107"
"187884","T133|Y011"
"187888","S996"
"187916","H713"
"187942","B458|P105|S416"
"187974","P105|Y330"
"188026","S243|S960"
"188040","S237|T851|Y230"
"188045","S237|S416"
"188046","S103|T603|Y239"
"188057","S103|S103|T001|T005|T124|T133|T851|T851|T851|X482|Y011|Y011|Y011|Y234|Y237|Y237|Y256|Y260|Y260"
"188058","S103|S103|S103|T001|T851|T851|T851|Y011|Y011|Y011|Y234|Y256|Y260|Y260|Y260"
"18816","S197|Y012|Y012"
"188167","S673|S996"
"188175","Q768|Q768"
"188274","H941|T603|Y231|Y231"
"18843","H941|H964"
"18844",NA
"18845","Y681"
"188479","T001|T133|X482"
"188597","H646|Y260"
"189070","T584"
"189085","T857|Y234"
"189105","H905|R699|S416"
"189109","Y231"
"189115","B527|B527|H877|H996|P105|P193|P193|Q748|R942|R942|S055|S197|S863|S863|T131|T796|T796|T849|T849|X482|X508|Y202|Y280"
"189205","S103|T851|T851|Y011|Y011|Y260"
"189242","H964"
"189244","H964"
"189256",NA
"189259","B536|T088"
"189260","H905|S205"
"189267","S996|T029|T045|T045|T403|Y690"
"189279","S863|S863|Y280"
"189284","S205|T138|Y678"
"189285","H941|Y202|Y678"
"189294","T029|T045"
"189307","H996|S055|S863|S863"
"189337","H646|S205|T029|T138|T148|T569|X891|Y202|Y281"
"189354","H905|H941|H964|H964"
"189357","R107|S197|S237|S673"
"189359",NA
"189361","P193|R894|X508"
"189430","H713"
"189437","H713"
"189454","H713"
"189531","Y678"
"189533","S299|X814"
"189544","H898"
"189559","R942|T005"
"189573",NA
"189577","H718|Q884|Q884|Q884|R909|R909|R909|T250|T854|T855|X482|Y244|Y498|Y679|Y690"
"189594","S342|Y486|Y685"
"189603","S299|S299|S299|T798|T798|T798|T800|T800|T800|T850|T850|T850|T857|T859|X481|X481|X814|X814|X814|Y234|Y234"
"189613","T800|T850|Y234"
"189619","S299|T850|X481"
"189631","T138|X891|X891"
"189633","R107|T138|T138|X891|X891"
"189637","T138|T138"
"189638","R107|R107|X891"
"189640","S744|Y011|Y234|Y260"
"189642",NA
"189646","B536|H898"
"189649","H643|H646|H646|Q884|R107|R425|R921|S197|S673|S991|T138|X891|X891|X891|Y011|Y231|Y231|Y260|Y282"
"189650","H941|H964"
"189656",NA
"189657",NA
"189658",NA
"189659","B458|S243|S820"
"189660","B458|B527|H646|H713|H962|H996|Q748|R107|S205|S296|S325|S342|S673|S820|S848|S991|T005|T088|Y011|Y234|Y237|Y256|Y256|Y260|Y260|Y260|Y282|Y282"
"189671",NA
"189705","R107|S205|S342|T029|T088|X891"
"189752","H877|T849"
"189863","H941|H964"
"189864","H964"
"189903","H963|Y281"
"189921","B536|B536|R699|R699|Y012|Y012|Y239|Y678|Y678"
"189934",NA
"189935",NA
"189937",NA
"190045",NA
"190055",NA
"190063","H646"
"190109",NA
"190110",NA
"190114","T150|T854"
"190116","T854|Y239|Y486"
"190117","T854|Y666"
"190119","X482"
"190122","H898|H898"
"190127",NA
"190129",NA
"190145","H963|S744"
"190146","S299|S299|S299|T798|T798|T798|T800|T800|T800|T850|T850|T850|T857|T857|T857|T859|T859|T859|X481|X481|X481|X814|X814|X814|Y234|Y234"
"190631",NA
"190632","Q768|Y282|Y685"
"190633","T138|T138"
"190634","T029|T045|T138|Y202"
"190636",NA
"190637","T029|T029|T045|Y012"
"190640","T138|Y012"
"190643","S103|S103|S103|T851|T851|T851|Y011|Y011|Y011|Y234|Y260|Y260|Y260"
"190649","S103|S103"
"190668","Q768"
"190669","S863"
"190670","S863"
"190673","B440|B440|B476|B476|B536|B536|H898|R699|S197|T045|T250|T261|T261|Y012|Y012|Y678"
"190676","T250|T261|T261"
"190685",NA
"190695",NA
"190724",NA
"190725",NA
"190739",NA
"190742",NA
"190749",NA
"190750",NA
"190777",NA
"190799",NA
"190804",NA
"190809",NA
"190883",NA
"190884",NA
"190891","R114|T569|Y685"
"190893",NA
"190894",NA
"191050","S205|S996|Y012|Y486"
"191063","S243"
"191066","S197|S243|S991|T029"
"191185",NA
"191186","R114|S996"
"191218",NA
"19170","X481|Y234"
"19325",NA
"193916","S205|S991"
"194384",NA
"19516",NA
"19586",NA
"19599",NA
"19601","R894|R921|S143|S237|S744|T138|T148|T603"
"19603","Q768|R114|S237|S991|S996|T029|T138|T609|X891"
"19604",NA
"19703","R921|T029"
"19717","B458|T029|T148"
"19723","S996|T045|T138|Y678"
"19760","S205|T148"
"19761","S205|S237|S991|T029|T138"
"19843","R107|R894|T138|T148|X891"
"19847","R894|S237|T138|T569"
"198768","T851|T851|Y011|Y011|Y260"
"198899","T859|X814"
"198901","X814"
"198914",NA
"198915",NA
"198961","T005|Y256"
"199037",NA
"199053","H941|H964"
"199088","H962|H963"
"199090","B476|T569|T569|Y012"
"199092","B476|B476|T569|Y012|Y012"
"199093",NA
"199098","S197"
"199099","R699|Y012"
"199124","H643|H963|S673|Y281|Y282"
"199125","H962|S744|T799|Y281|Y282"
"199127","H962|Y282"
"199129","S673|Y244"
"199130",NA
"199131","B440|B440|B440|B458|B458|B458|B476|B476|B527|B527|B536|B536|B536|H643|H643|H643|H646|H713|H905|H905|H905|H941|H941|H941|H964|H964|H964|P105|P105|P105|P193|P193|Q748|Q768|Q884|Q884|R699|R921|R921|R921|R942|R942|R942|S051|S051|S051|S416|S416|S744|S863|T003|T603|T603|T603|T609|T609|T796|X508|X508|X891|Y330|Y330|Y330|Y694|Y694"
"199136","R942|T796|X508"
"199176","Y280"
"199184","R107|S237"
"199185","S960|Y012"
"199190","X481|Y234|Y234"
"199192","T798|Y234"
"199193","T798|T859"
"199206",NA
"199210",NA
"199221","Y011|Y260|Y330"
"199223","H962|H963|Q768|R425|S243|T250|T855|Y011|Y011|Y239|Y260|Y260|Y260|Y330"
"199265","T584"
"199280","Y011|Y239|Y260|Y260"
"199294","H941|H964"
"199422","B536|H905|R921|T603"
"199424","H941|H964"
"199434","H905|Y330"
"199439","B440|B440|B458|B476|B536|B536|H905|H941|H964|P105|R699|R699|R921|R921|S051|S143|T603|T603|T796|Y330|Y330"
"199587","Y330"
"199590","H941"
"199604","T851|Y011|Y260"
"199605","Y234|Y234"
"199606","Y234|Y234"
"20",NA
"200038","H941|S197|Y012|Y202|Y678"
"200045","Q768|Q768|S673|X508"
"200047","Y281"
"200049",NA
"200050","S673|S673|S744|Y679"
"200051","Y679"
"200053","Y679"
"200057","S103|S103|S103|T851|T851|T851|Y011|Y011|Y260|Y260|Y260"
"200078","S103|S103|T851|T851|Y260|Y260|Y260"
"200264","S103|S103|Y011|Y260|Y260"
"200430","Q748|T849"
"200431",NA
"200439","S055|Y280"
"200451","T850"
"200452","T798|T800"
"200536",NA
"200540",NA
"200542","B440|B458|B527|B536|H646|H905|H964|Q768|R425|R699|S416|S801|S991|S996|T003|T029|T045|T148|T261|T403|T569|T603|Y330"
"200543","H962|H996|P193|R921|S205|Y282"
"200544","H646|H963|H996|R921|S991|T005|X891|Y679"
"200572",NA
"200593","S863|T849|X482"
"200664","S673"
"200774","B527|Q748|S055|T849|Y202"
"200807","R942|Y202"
"200808","R942|Y202"
"200992",NA
"200995",NA
"200997","T045"
"201004","B527|S205"
"201005","S205"
"201008","S863|Y202"
"201009","B536|Q768|R894|S801|S863|S996|T029|T045|T261|T584|Y202|Y330|Y673|Y681"
"201014",NA
"201036","B458|H905|H964"
"201042",NA
"201050","Y703|Y703"
"201061","H996|P193|S197|S243|T138|T849|Y012|Y280"
"201064","H718|T261|T849"
"201075","T798|T800"
"201078","T798|T850"
"201201",NA
"201202",NA
"201216","P105|R425|T799|Y260"
"201232","B440|H646|H963|Q768|R894|S205|T029|T138|T148|T569|Y202|Y202"
"201233","H962|H996"
"201251","S237|T029|T029|T138|T138"
"201256",NA
"201257","S143|Y685"
"201308",NA
"201455","B440|H646|H941|H964|Q768|S205|S960|S996|T029|T045|T569|Y012|Y281|Y678|Y678"
"201476","B527|H996|P193|Q748|R942|S055|T796|T849|X508|Y202|Y280"
"201772","S197|X891|Y678"
"202017","H646|Y012"
"202256",NA
"202257",NA
"202290","T250|T250|T261|Y012"
"202292","T138|Y678"
"202294","H646|H963|Q768"
"202986","T088|T148"
"202994",NA
"202995",NA
"202999",NA
"203003","T800|T859|X814"
"203004","T798|T800|T850"
"203005","T798"
"203011","Q768|R894|S103|T603"
"203014",NA
"203119","T857|X481"
"203168","S996|T799"
"203173","T029|T045"
"203197","Y681"
"203203","S205"
"203205","B440|H941|Q768|R699|S055|S991|S996|T045|T148|Y678"
"203208","H905|T029"
"203209",NA
"203212","S996|T045|T569"
"203214","S960|T045|T569|Y330"
"203216",NA
"203220","B440|B458|B476|B476|P105|S960|T045|Y202|Y330"
"203306","H646|R894|S237|S960|S996|T029|T045"
"203614",NA
"203622","H941|R699|S197|T148|Y678"
"203645",NA
"203671",NA
"206497","T138|Y202"
"206499","R107|S205"
"206500","S205|T138"
"206509","T088"
"206510","T088"
"206511","T088"
"206514","R942|T849"
"206515","B527|P193|Q748|R942|S863|T849"
"206516","P193|Q748"
"206527","H643"
"206538","T029|T029"
"206546","Q884|Y281"
"206550","S996|T148"
"206553","P193|R114"
"206565","H964"
"206585","B440|S197|Y012|Y202"
"206596","P193|T250|T849|T849"
"206598","H964"
"206603",NA
"206610","S197"
"206611","H877|H996"
"206629","H877"
"206636","R107|T138"
"206657",NA
"206667","T045|T569|Y678"
"206669",NA
"206686",NA
"206687",NA
"206688","R894|T029|T029|T138|T138|Y690"
"206691","S863|T584"
"206749","H713|Q884|Y230|Y239|Y486|Y685"
"206764","Y234"
"206766","T045|Y678"
"206767","T800"
"206769","T850"
"206770","T798|T850|T850|X814|X814"
"206772","T798|T798"
"206773","T798|T850|X814"
"206782","S996|S996"
"206783",NA
"206784",NA
"206785",NA
"206787","T148|T569"
"206790","Y331|Y331|Y331"
"206791","Y331|Y331|Y331"
"206792","Y331|Y331|Y331"
"206794","Y331"
"206797","Y331|Y331|Y331"
"206801","Y331|Y331|Y331"
"206802","Y331|Y331|Y331"
"206803","Y331|Y331|Y331"
"206816","Y331|Y331"
"206843","Y331|Y331"
"206858","Y331|Y331|Y331"
"206860","Y331|Y331|Y331"
"206900","Y331|Y331"
"206910","Y331|Y331"
"206926","Y331|Y331"
"207081","H646|H646|H941|H964|S673|S673|T799|T799|T849|X482|Y231|Y231|Y244|Y244"
"207082","H646|H646|H905|P193|P193|S673|S673|S991|T799|T799|T849|T849|Y244|Y256|Y280|Y280"
"207093","H964|Y012|Y244"
"207132","B440|B536|H898|T261"
"207133","R699"
"207134","S299|T798|T800|T800|T857|T859|X481|X481|X814|X814|Y234"
"207140","X814|Y234"
"207161","T859"
"207171",NA
"207174","B458|R107|Y231"
"207175","B458|S342|Y011|Y012"
"207179","B527|H713|H877|H996|P193|R425|S325|S848|T005|T124|T584|T584|X482|X482|Y012|Y237|Y256|Y256|Y280|Y678"
"207186",NA
"207217","R107|R107|T138|T138"
"207249","H962|Y234"
"207275","H964"
"207299","H941|H964"
"207300","H941"
"207327","H941|R107"
"207335",NA
"207341",NA
"207342",NA
"207343","T045|T148"
"207356",NA
"207383","H646|H646|H713"
"207386","B440"
"207404",NA
"207415",NA
"207418","S673|Y244"
"207421",NA
"207422","Y234|Y234"
"207466","B440|B536|H646|R425|R699|S197|Y012|Y202|Y237|Y678"
"207470","B440|T029"
"207473",NA
"207484","B440|H964"
"207486","R107"
"207489","S055|X508"
"207491","B440|R699"
"207495","B536|H905"
"207516","Q768"
"207529",NA
"207553",NA
"207570","H898|T148"
"207578","S205|Y678"
"207584","S237|T569|T603"
"207642",NA
"207706","S296"
"207742","H941|H964"
"207743","H905|H941|H941|H941|H964|H964|H964|R921"
"207746","H905|H941|H941|H964"
"207750","H905|H941|H941|H964|H964|R921"
"207751","H941|H941|H941|H964|H964"
"207753","H941|H964"
"207754","H905|H941"
"207777","X891"
"207780","T261|Y681"
"207781","R909|T003|T148|Y282"
"207784","Q768|S237|T003|Y281|Y282|Y681"
"207785","Q884|S237|S960|T148|T855|Y681"
"207792","S960|Y690"
"207796","R699|T851|Y011"
"207802","S205|S205"
"207803","H646|H646|R107|T138"
"207809","S205|T250"
"207810","B476|R921"
"207811","T250|Y678"
"207822","H646|S197|S205|T138|T569|Y012|Y244|Y281|Y678|Y679"
"207825","R107|Y244|Y679"
"207829","Y281"
"207834","T798|Y234"
"207836",NA
"207837",NA
"207859",NA
"207884","X508|X508"
"207891","H941|H964"
"207894","H964"
"207911","T854|T855|Y703"
"208116","T045"
"208128","B527|B536|H646|H877|H905|H941|H964|H996|P193|Q748|R921|R942|S055|S197|S863|T603|T849|Y012|Y202|Y280|Y678"
"208141","B536|H941|S197|Y012|Y678"
"208143","H996|Q748|R942|S863|Y280"
"208174",NA
"208177","H643|Y679|Y679"
"209290","S205|S991"
"209299","B440|B458|B527|B536|B536|H898|Q768|R114|R425|R699|R894|R909|R921|S143|S197|S801|S960|S996|T029|T045|T148|T261|T569|Y012|Y678|Y681"
"209309","Q768|Y678"
"209316",NA
"209317","B458|H905|S103|T003|Y678|Y681"
"209328","B527|H877|S863|S991|T003|T796|Y330"
"209353","T584|T796"
"210272","T045"
