"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",52,0.0493358633776091,1054,-0.148456744352024,1.7831654993528
"0.75-0.80",88,0.0834914611005693,1054,-0.207310209190544,1.7831654993528
"0.80-0.85",328,0.311195445920304,1054,-0.363269062234563,1.7831654993528
"0.85-0.90",500,0.47438330170778,1054,-0.353766428215899,1.7831654993528
"0.90-0.95",420,0.398481973434535,1054,-0.366640481485802,1.7831654993528
"0.95-1.00",256,0.242884250474383,1054,-0.343722573873972,1.7831654993528
