"id","Cosine_score"
"181517",0.8258
"189671",0.7471
"181517",0.8902
"251240",0.7949
"181517",0.9039
"167655",0.7613
"181517",0.9283
"181542",0.9894
"181517",0.831
"167655",0.7924
"181517",0.891
"181542",0.7693
"181517",0.8258
"300474",0.7535
"198914",0.7691
"181517",0.8902
"198914",0.7716
"140045",0.773
"300474",0.7608
"181517",0.831
"181517",0.891
"181542",0.9894
"181517",0.9039
"167655",0.7613
"300474",0.7556
"189671",0.7471
"181542",0.7693
"167655",0.7924
"181517",0.9283
"181542",0.7693
"181542",0.9894
"270572",0.7568
"292490",0.7402
"167655",0.7613
"189671",0.7471
"167655",0.7924
