"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",1,0.00578034682080925,173,-0.0297878126849583,0.801245236365435
"0.75-0.80",9,0.0520231213872832,173,-0.15378383326274,0.801245236365435
"0.80-0.85",20,0.115606936416185,173,-0.249428823230496,0.801245236365435
"0.85-0.90",10,0.0578034682080925,173,-0.164780722630274,0.801245236365435
"0.90-0.95",14,0.0809248554913295,173,-0.203464044556967,0.801245236365435
"0.95-1.00",0,0,173,0,0.801245236365435
