"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",0,0,259,0,0.365276998975051
"0.75-0.80",10,0.0386100386100386,259,-0.125646446668166,0.365276998975051
"0.80-0.85",5,0.0193050193050193,259,-0.0762044430360123,0.365276998975051
"0.85-0.90",5,0.0193050193050193,259,-0.0762044430360123,0.365276998975051
"0.90-0.95",6,0.0231660231660232,259,-0.0872216662348606,0.365276998975051
"0.95-1.00",0,0,259,0,0.365276998975051
