"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",0,0,475,0,0.352781270390039
"0.75-0.80",11,0.0231578947368421,475,-0.0871991891444189,0.352781270390039
"0.80-0.85",14,0.0294736842105263,475,-0.103872851877624,0.352781270390039
"0.85-0.90",8,0.0168421052631579,475,-0.0687810233659757,0.352781270390039
"0.90-0.95",12,0.0252631578947368,475,-0.0929282060020204,0.352781270390039
"0.95-1.00",0,0,475,0,0.352781270390039
