"id","Cosine_score"
"189671",0.7471
"167655",0.7613
"181542",0.9894
"251240",0.7949
"164356",0.7918
"167655",0.7924
"181542",0.7693
"181542",0.9894
"280383",0.7388
"189671",0.7471
"181517",0.831
"167655",0.7613
"167655",0.7924
"251240",0.7949
"262348",0.7355
"181542",0.7693
"181517",0.8258
"181517",0.8902
"181517",0.9039
"181517",0.9283
"181517",0.891
"181542",0.7693
"167655",0.7613
"181542",0.9894
"257050",0.8333
"218563",0.7724
"280383",0.7388
"167655",0.7924
"189671",0.7471
"162545",0.8576
"257950",0.7036
