"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",1,0.00326797385620915,306,-0.0187045264769686,0.431117138568399
"0.75-0.80",12,0.0392156862745098,306,-0.127006998124093,0.431117138568399
"0.80-0.85",9,0.0294117647058824,306,-0.103716486018122,0.431117138568399
"0.85-0.90",7,0.0228758169934641,306,-0.0864174008832662,0.431117138568399
"0.90-0.95",8,0.0261437908496732,306,-0.0952717270659489,0.431117138568399
"0.95-1.00",0,0,306,0,0.431117138568399
