"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",0,0,26,0,1.19257603832169
"0.75-0.80",4,0.153846153846154,26,-0.287969565677168,1.19257603832169
"0.80-0.85",6,0.230769230769231,26,-0.338385477413868,1.19257603832169
"0.85-0.90",3,0.115384615384615,26,-0.249171259540774,1.19257603832169
"0.90-0.95",5,0.192307692307692,26,-0.317049735689881,1.19257603832169
"0.95-1.00",0,0,26,0,1.19257603832169
