"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",2,0.0053475935828877,374,-0.0279738428708801,0.179851598461771
"0.75-0.80",0,0,374,0,0.179851598461771
"0.80-0.85",3,0.00802139037433155,374,-0.0387083703910141,0.179851598461771
"0.85-0.90",7,0.018716577540107,374,-0.0744610148088624,0.179851598461771
"0.90-0.95",3,0.00802139037433155,374,-0.0387083703910141,0.179851598461771
"0.95-1.00",0,0,374,0,0.179851598461771
