"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",5,0.008,625,-0.0386265098984184,0.402449951976938
"0.75-0.80",5,0.008,625,-0.0386265098984184,0.402449951976938
"0.80-0.85",25,0.04,625,-0.128755032994728,0.402449951976938
"0.85-0.90",12,0.0192,625,-0.0758946239990093,0.402449951976938
"0.90-0.95",18,0.0288,625,-0.102164540884999,0.402449951976938
"0.95-1.00",2,0.0032,625,-0.0183827343013647,0.402449951976938
