"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",1,0.00625,160,-0.0317198363452114,0.644422503538508
"0.75-0.80",9,0.05625,160,-0.16188464463174,0.644422503538508
"0.80-0.85",6,0.0375,160,-0.123128037975216,0.644422503538508
"0.85-0.90",6,0.0375,160,-0.123128037975216,0.644422503538508
"0.90-0.95",8,0.05,160,-0.1497866136777,0.644422503538508
"0.95-1.00",2,0.0125,160,-0.0547753329334235,0.644422503538508
