"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",0,0,260,0,0.0514854154886241
"0.75-0.80",3,0.0115384615384615,260,-0.0514854154886241,0.0514854154886241
"0.80-0.85",0,0,260,0,0.0514854154886241
"0.85-0.90",0,0,260,0,0.0514854154886241
"0.90-0.95",0,0,260,0,0.0514854154886241
"0.95-1.00",0,0,260,0,0.0514854154886241
