"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",6,0.00588812561334642,1019,-0.0302344508184181,0.202947435736117
"0.75-0.80",7,0.00686947988223749,1019,-0.0342145909609145,0.202947435736117
"0.80-0.85",14,0.013738959764475,1019,-0.0589060606972566,0.202947435736117
"0.85-0.90",7,0.00686947988223749,1019,-0.0342145909609145,0.202947435736117
"0.90-0.95",10,0.0098135426889107,1019,-0.0453777422986131,0.202947435736117
"0.95-1.00",0,0,1019,0,0.202947435736117
