"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",4,0.0168067226890756,238,-0.0686718707991863,0.311880467067914
"0.75-0.80",11,0.046218487394958,238,-0.142092980712622,0.311880467067914
"0.80-0.85",1,0.00420168067226891,238,-0.0229927339229894,0.311880467067914
"0.85-0.90",0,0,238,0,0.311880467067914
"0.90-0.95",1,0.00420168067226891,238,-0.0229927339229894,0.311880467067914
"0.95-1.00",3,0.0126050420168067,238,-0.0551301477101264,0.311880467067914
