"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",1,0.00187617260787992,533,-0.0117795899140072,0.391868385137915
"0.75-0.80",13,0.024390243902439,533,-0.0905749284562026,0.391868385137915
"0.80-0.85",19,0.0356472795497186,533,-0.118850968958703,0.391868385137915
"0.85-0.90",11,0.0206378986866792,533,-0.0800879693527996,0.391868385137915
"0.90-0.95",13,0.024390243902439,533,-0.0905749284562026,0.391868385137915
"0.95-1.00",0,0,533,0,0.391868385137915
