"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00819672131147541,122,-0.0393772216781414,0.308942720968195
"0.05-0.10",4,0.0327868852459016,122,-0.112056612577487,0.308942720968195
"0.10-0.15",1,0.00819672131147541,122,-0.0393772216781414,0.308942720968195
"0.15-0.20",0,0,122,0,0.308942720968195
"0.20-0.25",0,0,122,0,0.308942720968195
"0.25-0.30",1,0.00819672131147541,122,-0.0393772216781414,0.308942720968195
"0.30-0.35",0,0,122,0,0.308942720968195
"0.35-0.40",0,0,122,0,0.308942720968195
"0.40-0.45",0,0,122,0,0.308942720968195
"0.45-0.50",0,0,122,0,0.308942720968195
"0.50-0.55",1,0.00819672131147541,122,-0.0393772216781414,0.308942720968195
"0.55-0.60",0,0,122,0,0.308942720968195
"0.60-0.65",0,0,122,0,0.308942720968195
"0.65-0.70",0,0,122,0,0.308942720968195
"0.70-0.75",0,0,122,0,0.308942720968195
"0.75-0.80",1,0.00819672131147541,122,-0.0393772216781414,0.308942720968195
"0.80-0.85",0,0,122,0,0.308942720968195
"0.85-0.90",0,0,122,0,0.308942720968195
"0.90-0.95",0,0,122,0,0.308942720968195
"0.95-1.00",0,0,122,0,0.308942720968195
