"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00704225352112676,142,-0.0349001905464878,0.275051169534731
"0.05-0.10",4,0.028169014084507,142,-0.100550216802292,0.275051169534731
"0.10-0.15",1,0.00704225352112676,142,-0.0349001905464878,0.275051169534731
"0.15-0.20",0,0,142,0,0.275051169534731
"0.20-0.25",0,0,142,0,0.275051169534731
"0.25-0.30",1,0.00704225352112676,142,-0.0349001905464878,0.275051169534731
"0.30-0.35",0,0,142,0,0.275051169534731
"0.35-0.40",0,0,142,0,0.275051169534731
"0.40-0.45",0,0,142,0,0.275051169534731
"0.45-0.50",0,0,142,0,0.275051169534731
"0.50-0.55",1,0.00704225352112676,142,-0.0349001905464878,0.275051169534731
"0.55-0.60",0,0,142,0,0.275051169534731
"0.60-0.65",0,0,142,0,0.275051169534731
"0.65-0.70",0,0,142,0,0.275051169534731
"0.70-0.75",0,0,142,0,0.275051169534731
"0.75-0.80",1,0.00704225352112676,142,-0.0349001905464878,0.275051169534731
"0.80-0.85",0,0,142,0,0.275051169534731
"0.85-0.90",0,0,142,0,0.275051169534731
"0.90-0.95",0,0,142,0,0.275051169534731
"0.95-1.00",0,0,142,0,0.275051169534731
