"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.0149253731343284,67,-0.0627566062595667,0.482045613881181
"0.05-0.10",4,0.0597014925373134,67,-0.168262582583348,0.482045613881181
"0.10-0.15",1,0.0149253731343284,67,-0.0627566062595667,0.482045613881181
"0.15-0.20",0,0,67,0,0.482045613881181
"0.20-0.25",0,0,67,0,0.482045613881181
"0.25-0.30",1,0.0149253731343284,67,-0.0627566062595667,0.482045613881181
"0.30-0.35",0,0,67,0,0.482045613881181
"0.35-0.40",0,0,67,0,0.482045613881181
"0.40-0.45",0,0,67,0,0.482045613881181
"0.45-0.50",0,0,67,0,0.482045613881181
"0.50-0.55",1,0.0149253731343284,67,-0.0627566062595667,0.482045613881181
"0.55-0.60",0,0,67,0,0.482045613881181
"0.60-0.65",0,0,67,0,0.482045613881181
"0.65-0.70",0,0,67,0,0.482045613881181
"0.70-0.75",0,0,67,0,0.482045613881181
"0.75-0.80",1,0.0149253731343284,67,-0.0627566062595667,0.482045613881181
"0.80-0.85",0,0,67,0,0.482045613881181
"0.85-0.90",0,0,67,0,0.482045613881181
"0.90-0.95",0,0,67,0,0.482045613881181
"0.95-1.00",0,0,67,0,0.482045613881181
