"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00196463654223969,509,-0.0122444951209244,0.0993061978476918
"0.05-0.10",4,0.00785854616895874,509,-0.0380837222430698,0.0993061978476918
"0.10-0.15",1,0.00196463654223969,509,-0.0122444951209244,0.0993061978476918
"0.15-0.20",0,0,509,0,0.0993061978476918
"0.20-0.25",0,0,509,0,0.0993061978476918
"0.25-0.30",1,0.00196463654223969,509,-0.0122444951209244,0.0993061978476918
"0.30-0.35",0,0,509,0,0.0993061978476918
"0.35-0.40",0,0,509,0,0.0993061978476918
"0.40-0.45",0,0,509,0,0.0993061978476918
"0.45-0.50",0,0,509,0,0.0993061978476918
"0.50-0.55",1,0.00196463654223969,509,-0.0122444951209244,0.0993061978476918
"0.55-0.60",0,0,509,0,0.0993061978476918
"0.60-0.65",0,0,509,0,0.0993061978476918
"0.65-0.70",0,0,509,0,0.0993061978476918
"0.70-0.75",0,0,509,0,0.0993061978476918
"0.75-0.80",1,0.00196463654223969,509,-0.0122444951209244,0.0993061978476918
"0.80-0.85",0,0,509,0,0.0993061978476918
"0.85-0.90",0,0,509,0,0.0993061978476918
"0.90-0.95",0,0,509,0,0.0993061978476918
"0.95-1.00",0,0,509,0,0.0993061978476918
