"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00467289719626168,214,-0.025074654275803,0.199759844349145
"0.05-0.10",4,0.0186915887850467,214,-0.0743865729701301,0.199759844349145
"0.10-0.15",1,0.00467289719626168,214,-0.025074654275803,0.199759844349145
"0.15-0.20",0,0,214,0,0.199759844349145
"0.20-0.25",0,0,214,0,0.199759844349145
"0.25-0.30",1,0.00467289719626168,214,-0.025074654275803,0.199759844349145
"0.30-0.35",0,0,214,0,0.199759844349145
"0.35-0.40",0,0,214,0,0.199759844349145
"0.40-0.45",0,0,214,0,0.199759844349145
"0.45-0.50",0,0,214,0,0.199759844349145
"0.50-0.55",1,0.00467289719626168,214,-0.025074654275803,0.199759844349145
"0.55-0.60",0,0,214,0,0.199759844349145
"0.60-0.65",0,0,214,0,0.199759844349145
"0.65-0.70",0,0,214,0,0.199759844349145
"0.70-0.75",0,0,214,0,0.199759844349145
"0.75-0.80",1,0.00467289719626168,214,-0.025074654275803,0.199759844349145
"0.80-0.85",0,0,214,0,0.199759844349145
"0.85-0.90",0,0,214,0,0.199759844349145
"0.90-0.95",0,0,214,0,0.199759844349145
"0.95-1.00",0,0,214,0,0.199759844349145
