"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",0,0,1207,0,0.319965551922492
"0.05-0.10",0,0,1207,0,0.319965551922492
"0.10-0.15",0,0,1207,0,0.319965551922492
"0.15-0.20",0,0,1207,0,0.319965551922492
"0.20-0.25",0,0,1207,0,0.319965551922492
"0.25-0.30",2,0.00165700082850041,1207,-0.0106093554938485,0.319965551922492
"0.30-0.35",1,0.000828500414250207,1207,-0.00587895047315454,0.319965551922492
"0.35-0.40",1,0.000828500414250207,1207,-0.00587895047315454,0.319965551922492
"0.40-0.45",1,0.000828500414250207,1207,-0.00587895047315454,0.319965551922492
"0.45-0.50",1,0.000828500414250207,1207,-0.00587895047315454,0.319965551922492
"0.50-0.55",1,0.000828500414250207,1207,-0.00587895047315454,0.319965551922492
"0.55-0.60",5,0.00414250207125104,1207,-0.0227276524799645,0.319965551922492
"0.60-0.65",4,0.00331400165700083,1207,-0.0189216200827759,0.319965551922492
"0.65-0.70",4,0.00331400165700083,1207,-0.0189216200827759,0.319965551922492
"0.70-0.75",5,0.00414250207125104,1207,-0.0227276524799645,0.319965551922492
"0.75-0.80",10,0.00828500414250207,1207,-0.0397125776976262,0.319965551922492
"0.80-0.85",14,0.0115990057995029,1207,-0.0516948653527356,0.319965551922492
"0.85-0.90",10,0.00828500414250207,1207,-0.0397125776976262,0.319965551922492
"0.90-0.95",11,0.00911350455675228,1207,-0.0428152257094373,0.319965551922492
"0.95-1.00",5,0.00414250207125104,1207,-0.0227276524799645,0.319965551922492
