"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.0112359550561798,89,-0.0504341165138443,0.391601684079884
"0.05-0.10",4,0.0449438202247191,89,-0.139431101510663,0.391601684079884
"0.10-0.15",1,0.0112359550561798,89,-0.0504341165138443,0.391601684079884
"0.15-0.20",0,0,89,0,0.391601684079884
"0.20-0.25",0,0,89,0,0.391601684079884
"0.25-0.30",1,0.0112359550561798,89,-0.0504341165138443,0.391601684079884
"0.30-0.35",0,0,89,0,0.391601684079884
"0.35-0.40",0,0,89,0,0.391601684079884
"0.40-0.45",0,0,89,0,0.391601684079884
"0.45-0.50",0,0,89,0,0.391601684079884
"0.50-0.55",1,0.0112359550561798,89,-0.0504341165138443,0.391601684079884
"0.55-0.60",0,0,89,0,0.391601684079884
"0.60-0.65",0,0,89,0,0.391601684079884
"0.65-0.70",0,0,89,0,0.391601684079884
"0.70-0.75",0,0,89,0,0.391601684079884
"0.75-0.80",1,0.0112359550561798,89,-0.0504341165138443,0.391601684079884
"0.80-0.85",0,0,89,0,0.391601684079884
"0.85-0.90",0,0,89,0,0.391601684079884
"0.90-0.95",0,0,89,0,0.391601684079884
"0.95-1.00",0,0,89,0,0.391601684079884
