"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00210526315789474,475,-0.0129753995874413,0.10510453850912
"0.05-0.10",4,0.00842105263157895,475,-0.0402275405719137,0.10510453850912
"0.10-0.15",1,0.00210526315789474,475,-0.0129753995874413,0.10510453850912
"0.15-0.20",0,0,475,0,0.10510453850912
"0.20-0.25",0,0,475,0,0.10510453850912
"0.25-0.30",1,0.00210526315789474,475,-0.0129753995874413,0.10510453850912
"0.30-0.35",0,0,475,0,0.10510453850912
"0.35-0.40",0,0,475,0,0.10510453850912
"0.40-0.45",0,0,475,0,0.10510453850912
"0.45-0.50",0,0,475,0,0.10510453850912
"0.50-0.55",1,0.00210526315789474,475,-0.0129753995874413,0.10510453850912
"0.55-0.60",0,0,475,0,0.10510453850912
"0.60-0.65",0,0,475,0,0.10510453850912
"0.65-0.70",0,0,475,0,0.10510453850912
"0.70-0.75",0,0,475,0,0.10510453850912
"0.75-0.80",1,0.00210526315789474,475,-0.0129753995874413,0.10510453850912
"0.80-0.85",0,0,475,0,0.10510453850912
"0.85-0.90",0,0,475,0,0.10510453850912
"0.90-0.95",0,0,475,0,0.10510453850912
"0.95-1.00",0,0,475,0,0.10510453850912
