"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00636942675159236,157,-0.0322053872952122,0.254528884099715
"0.05-0.10",4,0.0254777070063694,157,-0.0935019476236539,0.254528884099715
"0.10-0.15",1,0.00636942675159236,157,-0.0322053872952122,0.254528884099715
"0.15-0.20",0,0,157,0,0.254528884099715
"0.20-0.25",0,0,157,0,0.254528884099715
"0.25-0.30",1,0.00636942675159236,157,-0.0322053872952122,0.254528884099715
"0.30-0.35",0,0,157,0,0.254528884099715
"0.35-0.40",0,0,157,0,0.254528884099715
"0.40-0.45",0,0,157,0,0.254528884099715
"0.45-0.50",0,0,157,0,0.254528884099715
"0.50-0.55",1,0.00636942675159236,157,-0.0322053872952122,0.254528884099715
"0.55-0.60",0,0,157,0,0.254528884099715
"0.60-0.65",0,0,157,0,0.254528884099715
"0.65-0.70",0,0,157,0,0.254528884099715
"0.70-0.75",0,0,157,0,0.254528884099715
"0.75-0.80",1,0.00636942675159236,157,-0.0322053872952122,0.254528884099715
"0.80-0.85",0,0,157,0,0.254528884099715
"0.85-0.90",0,0,157,0,0.254528884099715
"0.90-0.95",0,0,157,0,0.254528884099715
"0.95-1.00",0,0,157,0,0.254528884099715
