"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.0142857142857143,70,-0.0606927891721337,0.467018281913781
"0.05-0.10",4,0.0571428571428571,70,-0.163554336053112,0.467018281913781
"0.10-0.15",1,0.0142857142857143,70,-0.0606927891721337,0.467018281913781
"0.15-0.20",0,0,70,0,0.467018281913781
"0.20-0.25",0,0,70,0,0.467018281913781
"0.25-0.30",1,0.0142857142857143,70,-0.0606927891721337,0.467018281913781
"0.30-0.35",0,0,70,0,0.467018281913781
"0.35-0.40",0,0,70,0,0.467018281913781
"0.40-0.45",0,0,70,0,0.467018281913781
"0.45-0.50",0,0,70,0,0.467018281913781
"0.50-0.55",1,0.0142857142857143,70,-0.0606927891721337,0.467018281913781
"0.55-0.60",0,0,70,0,0.467018281913781
"0.60-0.65",0,0,70,0,0.467018281913781
"0.65-0.70",0,0,70,0,0.467018281913781
"0.70-0.75",0,0,70,0,0.467018281913781
"0.75-0.80",1,0.0142857142857143,70,-0.0606927891721337,0.467018281913781
"0.80-0.85",0,0,70,0,0.467018281913781
"0.85-0.90",0,0,70,0,0.467018281913781
"0.90-0.95",0,0,70,0,0.467018281913781
"0.95-1.00",0,0,70,0,0.467018281913781
