"Stratum","MQScore_Count","Cosine_Score_Count"
"0.01-0.06",9,9
"0.06-0.11",12,14
"0.11-0.16",8,14
"0.16-0.21",7,15
"0.21-0.26",4,43
"0.26-0.31",7,38
"0.31-0.36",1,NA
"0.36-0.41",4,NA
"0.41-0.46",1,NA
"0.46-0.51",0,NA
"0.51-0.56",0,NA
"0.56-0.61",4,NA
"0.61-0.66",0,NA
"0.66-0.71",2,NA
"0.71-0.76",0,NA
"0.76-0.81",3,NA
"0.81-0.86",1,NA
"0.86-0.91",0,NA
"0.91-0.96",1,NA
"Shannon_Index",2.36529184938689,1.62531710952843
