"Stratum","MQScore_Count","Cosine_Score_Count"
"0.01-0.06",0,7
"0.06-0.11",3,2
"0.11-0.16",3,10
"0.16-0.21",2,2
"0.21-0.26",0,38
"0.26-0.31",0,54
"0.31-0.36",0,NA
"0.36-0.41",1,NA
"0.41-0.46",0,NA
"0.46-0.51",1,NA
"0.51-0.56",1,NA
"0.56-0.61",0,NA
"0.61-0.66",0,NA
"0.66-0.71",1,NA
"0.71-0.76",3,NA
"0.76-0.81",9,NA
"0.81-0.86",1,NA
"0.86-0.91",0,NA
"0.91-0.96",0,NA
"Shannon_Index",1.97692277866185,1.24904071004295
