"UniqueFileSources","id","MQScore","cosine_score"
"H941-3-Me.mzXML","111409","0.11391300000000001",NA
"H941-3-Me.mzXML","111410","0.0808426",NA
"H941-3-Me.mzXML","111499","0.0855896",NA
"H941-3-Me.mzXML","111504","0.0383146",NA
"H941-3-Me.mzXML","111750","0.092186",NA
"H941-3-Me.mzXML","11390","0.10580899999999999",0.8276
"H941-3-Me.mzXML","119241","0.348258",0.7155
"H941-3-Me.mzXML","119246","0.272498",NA
"H941-3-Me.mzXML","119248","0.260205",NA
"H941-3-Me.mzXML","119262","0.215798",0.8808
"H941-3-Me.mzXML","119262","0.215798",0.8389
"H941-3-Me.mzXML","119262","0.215798",0.8059
"H941-3-Me.mzXML","124250","0.04870019999999999",0.7981
"H941-3-Me.mzXML","142217","0.057379",NA
"H941-3-Me.mzXML","142219","0.0663928",NA
"H941-3-Me.mzXML","142223","0.030494900000000002",NA
"H941-3-Me.mzXML","154713","0.0469671",NA
"H941-3-Me.mzXML","154716","0.0354309",NA
"H941-3-Me.mzXML","159259","0.09955839999999999",0.9334
"H941-3-Me.mzXML","159259","0.09955839999999999",0.9363
"H941-3-Me.mzXML","159259","0.09955839999999999",0.9438
"H941-3-Me.mzXML","167655","0.80609",0.7924
"H941-3-Me.mzXML","167655","0.80609",0.7876
"H941-3-Me.mzXML","167655","0.80609",0.7613
"H941-3-Me.mzXML","167677","0.9094180000000001",0.891
"H941-3-Me.mzXML","167677","0.9094180000000001",0.7556
"H941-3-Me.mzXML","167677","0.9094180000000001",0.8743
"H941-3-Me.mzXML","167677","0.9094180000000001",0.9137
"H941-3-Me.mzXML","167677","0.9094180000000001",0.8382
"H941-3-Me.mzXML","167677","0.9094180000000001",0.9042
"H941-3-Me.mzXML","167677","0.9094180000000001",0.8354
"H941-3-Me.mzXML","168020","0.0650102",NA
"H941-3-Me.mzXML","168113","0.22355799999999998",NA
"H941-3-Me.mzXML","170032","0.18077000000000001",0.84
"H941-3-Me.mzXML","170251","0.0719327",NA
"H941-3-Me.mzXML","174538","0.21622800000000003",0.827
"H941-3-Me.mzXML","174847","0.0130364",NA
"H941-3-Me.mzXML","176999","0.058812300000000005",NA
"H941-3-Me.mzXML","181515","0.721566",0.9404
"H941-3-Me.mzXML","181515","0.721566",0.8404
"H941-3-Me.mzXML","181515","0.721566",0.8161
"H941-3-Me.mzXML","181515","0.721566",0.8933
"H941-3-Me.mzXML","181515","0.721566",0.9035
"H941-3-Me.mzXML","181515","0.721566",0.9873
"H941-3-Me.mzXML","181515","0.721566",0.815
"H941-3-Me.mzXML","181515","0.721566",0.9137
"H941-3-Me.mzXML","181515","0.721566",0.9832
"H941-3-Me.mzXML","181515","0.721566",0.8174
"H941-3-Me.mzXML","181517","0.799732",0.8902
"H941-3-Me.mzXML","181517","0.799732",0.891
"H941-3-Me.mzXML","181517","0.799732",0.9039
"H941-3-Me.mzXML","181517","0.799732",0.9283
"H941-3-Me.mzXML","181517","0.799732",0.9806
"H941-3-Me.mzXML","181517","0.799732",0.8258
"H941-3-Me.mzXML","181517","0.799732",0.8691
"H941-3-Me.mzXML","181517","0.799732",0.831
"H941-3-Me.mzXML","181517","0.799732",0.9873
"H941-3-Me.mzXML","183348","0.142002",0.8011
"H941-3-Me.mzXML","183348","0.142002",0.7338
"H941-3-Me.mzXML","183875","0.317397",0.8765
"H941-3-Me.mzXML","183875","0.317397",0.8456
"H941-3-Me.mzXML","183875","0.317397",0.7999
"H941-3-Me.mzXML","186572","0.031247300000000002",0.9769
"H941-3-Me.mzXML","186572","0.031247300000000002",0.9615
"H941-3-Me.mzXML","186573","0.149428",0.9454
"H941-3-Me.mzXML","186573","0.149428",0.9769
"H941-3-Me.mzXML","186794","0.154473",NA
"H941-3-Me.mzXML","189285","0.164453",NA
"H941-3-Me.mzXML","19516","0.0861163",0.808
"H941-3-Me.mzXML","19516","0.0861163",0.8357
"H941-3-Me.mzXML","19516","0.0861163",0.8127
"H941-3-Me.mzXML","19516","0.0861163",0.8536
"H941-3-Me.mzXML","19516","0.0861163",0.888
"H941-3-Me.mzXML","19516","0.0861163",0.7703
"H941-3-Me.mzXML","199131","0.121004",0.7745
"H941-3-Me.mzXML","199131","0.121004",0.8458
"H941-3-Me.mzXML","200038","0.157201",NA
"H941-3-Me.mzXML","200536","0.11048599999999999",NA
"H941-3-Me.mzXML","200572","0.164125",NA
"H941-3-Me.mzXML","207081","0.0213095",0.827
"H941-3-Me.mzXML","207327","0.07061260000000001",NA
"H941-3-Me.mzXML","207746","0.0458286",NA
"H941-3-Me.mzXML","223255","0.023037099999999998",NA
"H941-3-Me.mzXML","231494","0.158918",NA
"H941-3-Me.mzXML","2379","0.719827",NA
"H941-3-Me.mzXML","240930","0.0984455",0.8331
"H941-3-Me.mzXML","240930","0.0984455",0.9149
"H941-3-Me.mzXML","241049","0.0791694",NA
"H941-3-Me.mzXML","248255","0.0551377",0.8179
"H941-3-Me.mzXML","248255","0.0551377",0.8338
"H941-3-Me.mzXML","248636","0.159028",0.8177
"H941-3-Me.mzXML","248645","0.0758494",0.8177
"H941-3-Me.mzXML","249650","0.0742788",NA
"H941-3-Me.mzXML","252","0.0400325",0.8721
"H941-3-Me.mzXML","252","0.0400325",0.8791
"H941-3-Me.mzXML","252","0.0400325",0.8894
"H941-3-Me.mzXML","252","0.0400325",0.9187
"H941-3-Me.mzXML","252","0.0400325",0.8225
"H941-3-Me.mzXML","252","0.0400325",0.8133
"H941-3-Me.mzXML","252","0.0400325",0.8571
"H941-3-Me.mzXML","254","0.014247399999999999",0.9187
"H941-3-Me.mzXML","254","0.014247399999999999",0.8733
"H941-3-Me.mzXML","254","0.014247399999999999",0.876
"H941-3-Me.mzXML","254","0.014247399999999999",0.8533
"H941-3-Me.mzXML","254","0.014247399999999999",0.7957
"H941-3-Me.mzXML","257050","0.105555",0.8333
"H941-3-Me.mzXML","257078","0.0828557",0.8333
"H941-3-Me.mzXML","257078","0.0828557",0.8428
"H941-3-Me.mzXML","270793","0.046506599999999995",0.9146
"H941-3-Me.mzXML","275099","0.065737",0.9763
"H941-3-Me.mzXML","275099","0.065737",0.9832
"H941-3-Me.mzXML","275099","0.065737",0.9814
"H941-3-Me.mzXML","275123","0.0742273",0.9674
"H941-3-Me.mzXML","275123","0.0742273",0.9636
"H941-3-Me.mzXML","275123","0.0742273",0.9763
"H941-3-Me.mzXML","306370","0.05973919999999999",NA
"H941-3-Me.mzXML","309657","0.0443073",NA
"H941-3-Me.mzXML","322282","0.899517",0.956
