"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00324675324675325,308,-0.0186042200745895,0.149434157799619
"0.05-0.10",4,0.012987012987013,308,-0.0564130574266712,0.149434157799619
"0.10-0.15",1,0.00324675324675325,308,-0.0186042200745895,0.149434157799619
"0.15-0.20",0,0,308,0,0.149434157799619
"0.20-0.25",0,0,308,0,0.149434157799619
"0.25-0.30",1,0.00324675324675325,308,-0.0186042200745895,0.149434157799619
"0.30-0.35",0,0,308,0,0.149434157799619
"0.35-0.40",0,0,308,0,0.149434157799619
"0.40-0.45",0,0,308,0,0.149434157799619
"0.45-0.50",0,0,308,0,0.149434157799619
"0.50-0.55",1,0.00324675324675325,308,-0.0186042200745895,0.149434157799619
"0.55-0.60",0,0,308,0,0.149434157799619
"0.60-0.65",0,0,308,0,0.149434157799619
"0.65-0.70",0,0,308,0,0.149434157799619
"0.70-0.75",0,0,308,0,0.149434157799619
"0.75-0.80",1,0.00324675324675325,308,-0.0186042200745895,0.149434157799619
"0.80-0.85",0,0,308,0,0.149434157799619
"0.85-0.90",0,0,308,0,0.149434157799619
"0.90-0.95",0,0,308,0,0.149434157799619
"0.95-1.00",0,0,308,0,0.149434157799619
