"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00326797385620915,306,-0.0187045264769686,0.150219243376117
"0.05-0.10",4,0.0130718954248366,306,-0.0566966109912744,0.150219243376117
"0.10-0.15",1,0.00326797385620915,306,-0.0187045264769686,0.150219243376117
"0.15-0.20",0,0,306,0,0.150219243376117
"0.20-0.25",0,0,306,0,0.150219243376117
"0.25-0.30",1,0.00326797385620915,306,-0.0187045264769686,0.150219243376117
"0.30-0.35",0,0,306,0,0.150219243376117
"0.35-0.40",0,0,306,0,0.150219243376117
"0.40-0.45",0,0,306,0,0.150219243376117
"0.45-0.50",0,0,306,0,0.150219243376117
"0.50-0.55",1,0.00326797385620915,306,-0.0187045264769686,0.150219243376117
"0.55-0.60",0,0,306,0,0.150219243376117
"0.60-0.65",0,0,306,0,0.150219243376117
"0.65-0.70",0,0,306,0,0.150219243376117
"0.70-0.75",0,0,306,0,0.150219243376117
"0.75-0.80",1,0.00326797385620915,306,-0.0187045264769686,0.150219243376117
"0.80-0.85",0,0,306,0,0.150219243376117
"0.85-0.90",0,0,306,0,0.150219243376117
"0.90-0.95",0,0,306,0,0.150219243376117
"0.95-1.00",0,0,306,0,0.150219243376117
