"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",34,0.0667976424361493,509,-0.180760264687168,1.6076586037178
"0.75-0.80",28,0.0550098231827112,509,-0.159541882472513,1.6076586037178
"0.80-0.85",74,0.145383104125737,509,-0.280354295339155,1.6076586037178
"0.85-0.90",62,0.121807465618861,509,-0.256442917786516,1.6076586037178
"0.90-0.95",157,0.308447937131631,509,-0.362797145694986,1.6076586037178
"0.95-1.00",192,0.37721021611002,509,-0.367762097737458,1.6076586037178
