"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.0196078431372549,51,-0.0770946202494966,0.58512261274587
"0.05-0.10",4,0.0784313725490196,51,-0.199649511498387,0.58512261274587
"0.10-0.15",1,0.0196078431372549,51,-0.0770946202494966,0.58512261274587
"0.15-0.20",0,0,51,0,0.58512261274587
"0.20-0.25",0,0,51,0,0.58512261274587
"0.25-0.30",1,0.0196078431372549,51,-0.0770946202494966,0.58512261274587
"0.30-0.35",0,0,51,0,0.58512261274587
"0.35-0.40",0,0,51,0,0.58512261274587
"0.40-0.45",0,0,51,0,0.58512261274587
"0.45-0.50",0,0,51,0,0.58512261274587
"0.50-0.55",1,0.0196078431372549,51,-0.0770946202494966,0.58512261274587
"0.55-0.60",0,0,51,0,0.58512261274587
"0.60-0.65",0,0,51,0,0.58512261274587
"0.65-0.70",0,0,51,0,0.58512261274587
"0.70-0.75",0,0,51,0,0.58512261274587
"0.75-0.80",1,0.0196078431372549,51,-0.0770946202494966,0.58512261274587
"0.80-0.85",0,0,51,0,0.58512261274587
"0.85-0.90",0,0,51,0,0.58512261274587
"0.90-0.95",0,0,51,0,0.58512261274587
"0.95-1.00",0,0,51,0,0.58512261274587
