"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00187617260787992,533,-0.0117795899140072,0.0956125991988988
"0.05-0.10",4,0.0075046904315197,533,-0.0367146496288627,0.0956125991988988
"0.10-0.15",1,0.00187617260787992,533,-0.0117795899140072,0.0956125991988988
"0.15-0.20",0,0,533,0,0.0956125991988988
"0.20-0.25",0,0,533,0,0.0956125991988988
"0.25-0.30",1,0.00187617260787992,533,-0.0117795899140072,0.0956125991988988
"0.30-0.35",0,0,533,0,0.0956125991988988
"0.35-0.40",0,0,533,0,0.0956125991988988
"0.40-0.45",0,0,533,0,0.0956125991988988
"0.45-0.50",0,0,533,0,0.0956125991988988
"0.50-0.55",1,0.00187617260787992,533,-0.0117795899140072,0.0956125991988988
"0.55-0.60",0,0,533,0,0.0956125991988988
"0.60-0.65",0,0,533,0,0.0956125991988988
"0.65-0.70",0,0,533,0,0.0956125991988988
"0.70-0.75",0,0,533,0,0.0956125991988988
"0.75-0.80",1,0.00187617260787992,533,-0.0117795899140072,0.0956125991988988
"0.80-0.85",0,0,533,0,0.0956125991988988
"0.85-0.90",0,0,533,0,0.0956125991988988
"0.90-0.95",0,0,533,0,0.0956125991988988
"0.95-1.00",0,0,533,0,0.0956125991988988
