"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",1,0.0384615384615385,26,-0.125311405308519,1.85354751657758
"0.75-0.80",7,0.269230769230769,26,-0.353280950875507,1.85354751657758
"0.80-0.85",8,0.307692307692308,26,-0.36266307579743,1.85354751657758
"0.85-0.90",5,0.192307692307692,26,-0.317049735689881,1.85354751657758
"0.90-0.95",6,0.230769230769231,26,-0.338385477413868,1.85354751657758
"0.95-1.00",12,0.461538461538462,26,-0.356856871492376,1.85354751657758
