"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00104931794333683,953,-0.0071979170027851,0.0589625988335868
"0.05-0.10",4,0.00419727177334732,953,-0.0229730138196613,0.0589625988335868
"0.10-0.15",1,0.00104931794333683,953,-0.0071979170027851,0.0589625988335868
"0.15-0.20",0,0,953,0,0.0589625988335868
"0.20-0.25",0,0,953,0,0.0589625988335868
"0.25-0.30",1,0.00104931794333683,953,-0.0071979170027851,0.0589625988335868
"0.30-0.35",0,0,953,0,0.0589625988335868
"0.35-0.40",0,0,953,0,0.0589625988335868
"0.40-0.45",0,0,953,0,0.0589625988335868
"0.45-0.50",0,0,953,0,0.0589625988335868
"0.50-0.55",1,0.00104931794333683,953,-0.0071979170027851,0.0589625988335868
"0.55-0.60",0,0,953,0,0.0589625988335868
"0.60-0.65",0,0,953,0,0.0589625988335868
"0.65-0.70",0,0,953,0,0.0589625988335868
"0.70-0.75",0,0,953,0,0.0589625988335868
"0.75-0.80",1,0.00104931794333683,953,-0.0071979170027851,0.0589625988335868
"0.80-0.85",0,0,953,0,0.0589625988335868
"0.85-0.90",0,0,953,0,0.0589625988335868
"0.90-0.95",0,0,953,0,0.0589625988335868
"0.95-1.00",0,0,953,0,0.0589625988335868
