"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00185873605947955,538,-0.0116874694426799,0.0948802037118522
"0.05-0.10",4,0.00743494423791822,538,-0.0364428564984527,0.0948802037118522
"0.10-0.15",1,0.00185873605947955,538,-0.0116874694426799,0.0948802037118522
"0.15-0.20",0,0,538,0,0.0948802037118522
"0.20-0.25",0,0,538,0,0.0948802037118522
"0.25-0.30",1,0.00185873605947955,538,-0.0116874694426799,0.0948802037118522
"0.30-0.35",0,0,538,0,0.0948802037118522
"0.35-0.40",0,0,538,0,0.0948802037118522
"0.40-0.45",0,0,538,0,0.0948802037118522
"0.45-0.50",0,0,538,0,0.0948802037118522
"0.50-0.55",1,0.00185873605947955,538,-0.0116874694426799,0.0948802037118522
"0.55-0.60",0,0,538,0,0.0948802037118522
"0.60-0.65",0,0,538,0,0.0948802037118522
"0.65-0.70",0,0,538,0,0.0948802037118522
"0.70-0.75",0,0,538,0,0.0948802037118522
"0.75-0.80",1,0.00185873605947955,538,-0.0116874694426799,0.0948802037118522
"0.80-0.85",0,0,538,0,0.0948802037118522
"0.85-0.90",0,0,538,0,0.0948802037118522
"0.90-0.95",0,0,538,0,0.0948802037118522
"0.95-1.00",0,0,538,0,0.0948802037118522
