"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.0178571428571429,56,-0.0718812801916991,0.547910495931014
"0.05-0.10",4,0.0714285714285714,56,-0.188504094972518,0.547910495931014
"0.10-0.15",1,0.0178571428571429,56,-0.0718812801916991,0.547910495931014
"0.15-0.20",0,0,56,0,0.547910495931014
"0.20-0.25",0,0,56,0,0.547910495931014
"0.25-0.30",1,0.0178571428571429,56,-0.0718812801916991,0.547910495931014
"0.30-0.35",0,0,56,0,0.547910495931014
"0.35-0.40",0,0,56,0,0.547910495931014
"0.40-0.45",0,0,56,0,0.547910495931014
"0.45-0.50",0,0,56,0,0.547910495931014
"0.50-0.55",1,0.0178571428571429,56,-0.0718812801916991,0.547910495931014
"0.55-0.60",0,0,56,0,0.547910495931014
"0.60-0.65",0,0,56,0,0.547910495931014
"0.65-0.70",0,0,56,0,0.547910495931014
"0.70-0.75",0,0,56,0,0.547910495931014
"0.75-0.80",1,0.0178571428571429,56,-0.0718812801916991,0.547910495931014
"0.80-0.85",0,0,56,0,0.547910495931014
"0.85-0.90",0,0,56,0,0.547910495931014
"0.90-0.95",0,0,56,0,0.547910495931014
"0.95-1.00",0,0,56,0,0.547910495931014
