"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00409836065573771,244,-0.0225293779725131,0.180038264685079
"0.05-0.10",4,0.0163934426229508,244,-0.0673913748225133,0.180038264685079
"0.10-0.15",1,0.00409836065573771,244,-0.0225293779725131,0.180038264685079
"0.15-0.20",0,0,244,0,0.180038264685079
"0.20-0.25",0,0,244,0,0.180038264685079
"0.25-0.30",1,0.00409836065573771,244,-0.0225293779725131,0.180038264685079
"0.30-0.35",0,0,244,0,0.180038264685079
"0.35-0.40",0,0,244,0,0.180038264685079
"0.40-0.45",0,0,244,0,0.180038264685079
"0.45-0.50",0,0,244,0,0.180038264685079
"0.50-0.55",1,0.00409836065573771,244,-0.0225293779725131,0.180038264685079
"0.55-0.60",0,0,244,0,0.180038264685079
"0.60-0.65",0,0,244,0,0.180038264685079
"0.65-0.70",0,0,244,0,0.180038264685079
"0.70-0.75",0,0,244,0,0.180038264685079
"0.75-0.80",1,0.00409836065573771,244,-0.0225293779725131,0.180038264685079
"0.80-0.85",0,0,244,0,0.180038264685079
"0.85-0.90",0,0,244,0,0.180038264685079
"0.90-0.95",0,0,244,0,0.180038264685079
"0.95-1.00",0,0,244,0,0.180038264685079
