"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00195694716242661,511,-0.0122042457733928,0.0989865926954086
"0.05-0.10",4,0.00782778864970646,511,-0.0379653638284447,0.0989865926954086
"0.10-0.15",1,0.00195694716242661,511,-0.0122042457733928,0.0989865926954086
"0.15-0.20",0,0,511,0,0.0989865926954086
"0.20-0.25",0,0,511,0,0.0989865926954086
"0.25-0.30",1,0.00195694716242661,511,-0.0122042457733928,0.0989865926954086
"0.30-0.35",0,0,511,0,0.0989865926954086
"0.35-0.40",0,0,511,0,0.0989865926954086
"0.40-0.45",0,0,511,0,0.0989865926954086
"0.45-0.50",0,0,511,0,0.0989865926954086
"0.50-0.55",1,0.00195694716242661,511,-0.0122042457733928,0.0989865926954086
"0.55-0.60",0,0,511,0,0.0989865926954086
"0.60-0.65",0,0,511,0,0.0989865926954086
"0.65-0.70",0,0,511,0,0.0989865926954086
"0.70-0.75",0,0,511,0,0.0989865926954086
"0.75-0.80",1,0.00195694716242661,511,-0.0122042457733928,0.0989865926954086
"0.80-0.85",0,0,511,0,0.0989865926954086
"0.85-0.90",0,0,511,0,0.0989865926954086
"0.90-0.95",0,0,511,0,0.0989865926954086
"0.95-1.00",0,0,511,0,0.0989865926954086
