"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.0140845070422535,71,-0.0600377447470608,0.462238611956229
"0.05-0.10",4,0.0563380281690141,71,-0.162049888220925,0.462238611956229
"0.10-0.15",1,0.0140845070422535,71,-0.0600377447470608,0.462238611956229
"0.15-0.20",0,0,71,0,0.462238611956229
"0.20-0.25",0,0,71,0,0.462238611956229
"0.25-0.30",1,0.0140845070422535,71,-0.0600377447470608,0.462238611956229
"0.30-0.35",0,0,71,0,0.462238611956229
"0.35-0.40",0,0,71,0,0.462238611956229
"0.40-0.45",0,0,71,0,0.462238611956229
"0.45-0.50",0,0,71,0,0.462238611956229
"0.50-0.55",1,0.0140845070422535,71,-0.0600377447470608,0.462238611956229
"0.55-0.60",0,0,71,0,0.462238611956229
"0.60-0.65",0,0,71,0,0.462238611956229
"0.65-0.70",0,0,71,0,0.462238611956229
"0.70-0.75",0,0,71,0,0.462238611956229
"0.75-0.80",1,0.0140845070422535,71,-0.0600377447470608,0.462238611956229
"0.80-0.85",0,0,71,0,0.462238611956229
"0.85-0.90",0,0,71,0,0.462238611956229
"0.90-0.95",0,0,71,0,0.462238611956229
"0.95-1.00",0,0,71,0,0.462238611956229
