"id","MQScore"
"61666","0.0685263"
"152705","0.26129"
"338184","0.793084"
"11274","0.218615"
"327587","0.517347"
"327623","0.770511"
"157301","0.743962"
"227974","0.173004"
"162615","0.5637979999999999"
"120040","0.45284300000000005"
"338195","0.768101"
"156055","0.280041"
"11839","0.0688695"
"338295","0.689967"
"338199","0.769299"
"156024","0.276318"
"156047","0.296426"
"156052","0.180873"
"156064","0.233656"
"176766","0.03803669999999999"
"156053","0.24059499999999998"
"343896","0.719312"
"338190","0.777675"
"159146","0.097295"
"96792","0.148878"
"164151","0.308898"
"338186","0.802334"
"343897","0.7551399999999999"
"173779","0.817546"
"270602","0.0473234"
"327593","0.762069"
"282170","0.927688"
"186782","0.0833483"
"280761","0.93979"
"327608","0.757645"
"240930","0.0984455"
"164129","0.347326"
"111744","0.1082"
"156046","0.27875900000000003"
"346608","0.659222"
"343904","0.760705"
"176766","0.03803669999999999"
"321870","0.202964"
"162659","0.5892189999999999"
"156064","0.233656"
"338186","0.802334"
"327593","0.762069"
"81522","0.03595159999999999"
"280761","0.93979"
"327608","0.757645"
"978","0.180346"
"223633","0.0313655"
"301075","0.11578699999999999"
"162615","0.5637979999999999"
"156052","0.180873"
"164851","0.16986700000000002"
"338195","0.768101"
"300790","0.0613805"
"214133","0.0525871"
"223632","0.018853099999999998"
"296757","0.189937"
"227335","0.0688552"
"223634","0.022246099999999998"
"96792","0.148878"
"120040","0.45284300000000005"
"201308","0.308116"
"61666","0.0685263"
"156047","0.296426"
"118548","0.0295233"
"314438","0.118523"
"227570","0.176377"
"96834","0.15412599999999999"
"327587","0.517347"
"9875","0.0263789"
"285664","0.831219"
"338190","0.777675"
"297238","0.808875"
"298790","0.12572"
"217897","0.802216"
"156024","0.276318"
"156046","0.27875900000000003"
"98244","0.789936"
"282170","0.927688"
"156055","0.280041"
"81519","0.0724879"
"314437","0.0895066"
"229876","0.020273"
"240930","0.0984455"
"156053","0.24059499999999998"
"186693","0.239409"
"227335","0.0688552"
"125584","0.266477"
"187047","0.249489"
"61666","0.0685263"
"11274","0.218615"
"257078","0.0828557"
"270793","0.046506599999999995"
"257092","0.07862380000000001"
"10671","0.12508"
"214163","0.28294"
"186781","0.11407300000000001"
"244764","0.09892589999999998"
"270798","0.0600235"
"60377","0.187064"
"211742","0.0804925"
"277954","0.17785499999999999"
"96792","0.148878"
"214133","0.0525871"
"118549","0.0291374"
"119064","0.08530549999999999"
"183768","0.253828"
"19586","0.07589"
"157301","0.743962"
"189646","0.140049"
"164129","0.347326"
"282170","0.927688"
"248636","0.159028"
"82693","0.69004"
"111427","0.0838213"
"11275","0.022946099999999997"
"270569","0.032306"
"11273","0.018073"
"111744","0.1082"
"200536","0.11048599999999999"
"282932","0.03553080000000001"
"67098","0.6140439999999999"
"61676","0.0813569"
"282901","0.26545"
"327587","0.517347"
"280761","0.93979"
"164039","0.12176300000000001"
"298790","0.12572"
"98202","0.010746299999999999"
"270602","0.0473234"
"173779","0.817546"
"247986","0.171544"
"58761","0.752887"
"157314","0.745672"
"63630","0.793131"
