"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00386100386100386,259,-0.0214549346011565,0.171684459887322
"0.05-0.10",4,0.0154440154440154,259,-0.064409786881539,0.171684459887322
"0.10-0.15",1,0.00386100386100386,259,-0.0214549346011565,0.171684459887322
"0.15-0.20",0,0,259,0,0.171684459887322
"0.20-0.25",0,0,259,0,0.171684459887322
"0.25-0.30",1,0.00386100386100386,259,-0.0214549346011565,0.171684459887322
"0.30-0.35",0,0,259,0,0.171684459887322
"0.35-0.40",0,0,259,0,0.171684459887322
"0.40-0.45",0,0,259,0,0.171684459887322
"0.45-0.50",0,0,259,0,0.171684459887322
"0.50-0.55",1,0.00386100386100386,259,-0.0214549346011565,0.171684459887322
"0.55-0.60",0,0,259,0,0.171684459887322
"0.60-0.65",0,0,259,0,0.171684459887322
"0.65-0.70",0,0,259,0,0.171684459887322
"0.70-0.75",0,0,259,0,0.171684459887322
"0.75-0.80",1,0.00386100386100386,259,-0.0214549346011565,0.171684459887322
"0.80-0.85",0,0,259,0,0.171684459887322
"0.85-0.90",0,0,259,0,0.171684459887322
"0.90-0.95",0,0,259,0,0.171684459887322
"0.95-1.00",0,0,259,0,0.171684459887322
