"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",5,0.037037037037037,135,-0.122068032074234,1.40703451438315
"0.75-0.80",8,0.0592592592592593,135,-0.167456784400509,1.40703451438315
"0.80-0.85",19,0.140740740740741,135,-0.275969482860502,1.40703451438315
"0.85-0.90",7,0.0518518518518519,135,-0.153448536338384,1.40703451438315
"0.90-0.95",45,0.333333333333333,135,-0.366204096222703,1.40703451438315
"0.95-1.00",27,0.2,135,-0.32188758248682,1.40703451438315
