"Stratum","MQScore_Count","Cosine_Score_Count"
"0.01-0.06",4,0
"0.06-0.11",4,7
"0.11-0.16",2,9
"0.16-0.21",2,1
"0.21-0.26",0,0
"0.26-0.31",0,4
"0.31-0.36",0,NA
"0.36-0.41",0,NA
"0.41-0.46",0,NA
"0.46-0.51",2,NA
"0.51-0.56",1,NA
"0.56-0.61",1,NA
"0.61-0.66",1,NA
"0.66-0.71",0,NA
"0.71-0.76",0,NA
"0.76-0.81",1,NA
"0.81-0.86",1,NA
"0.86-0.91",0,NA
"0.91-0.96",0,NA
"Shannon_Index",2.14184750693914,1.19016197658567
