"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",72,0.0596520298260149,1207,-0.168172619179674,1.78929594640099
"0.75-0.80",84,0.0695940347970174,1207,-0.185473421267071,1.78929594640099
"0.80-0.85",356,0.294946147473074,1207,-0.360118182707041,1.78929594640099
"0.85-0.90",612,0.507042253521127,1207,-0.344363292803766,1.78929594640099
"0.90-0.95",516,0.427506213753107,1207,-0.363288990139055,1.78929594640099
"0.95-1.00",444,0.367854183927092,1207,-0.367879440304388,1.78929594640099
