"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00476190476190476,210,-0.0254624168129403,0.202756144437989
"0.05-0.10",4,0.019047619047619,210,-0.0754440603732872,0.202756144437989
"0.10-0.15",1,0.00476190476190476,210,-0.0254624168129403,0.202756144437989
"0.15-0.20",0,0,210,0,0.202756144437989
"0.20-0.25",0,0,210,0,0.202756144437989
"0.25-0.30",1,0.00476190476190476,210,-0.0254624168129403,0.202756144437989
"0.30-0.35",0,0,210,0,0.202756144437989
"0.35-0.40",0,0,210,0,0.202756144437989
"0.40-0.45",0,0,210,0,0.202756144437989
"0.45-0.50",0,0,210,0,0.202756144437989
"0.50-0.55",1,0.00476190476190476,210,-0.0254624168129403,0.202756144437989
"0.55-0.60",0,0,210,0,0.202756144437989
"0.60-0.65",0,0,210,0,0.202756144437989
"0.65-0.70",0,0,210,0,0.202756144437989
"0.70-0.75",0,0,210,0,0.202756144437989
"0.75-0.80",1,0.00476190476190476,210,-0.0254624168129403,0.202756144437989
"0.80-0.85",0,0,210,0,0.202756144437989
"0.85-0.90",0,0,210,0,0.202756144437989
"0.90-0.95",0,0,210,0,0.202756144437989
"0.95-1.00",0,0,210,0,0.202756144437989
