"Stratum","MQScore_Count","Cosine_Score_Count"
"0.01-0.06",6,5
"0.06-0.11",7,9
"0.11-0.16",2,16
"0.16-0.21",4,24
"0.21-0.26",1,62
"0.26-0.31",1,44
"0.31-0.36",2,NA
"0.36-0.41",0,NA
"0.41-0.46",2,NA
"0.46-0.51",1,NA
"0.51-0.56",3,NA
"0.56-0.61",1,NA
"0.61-0.66",3,NA
"0.66-0.71",3,NA
"0.71-0.76",6,NA
"0.76-0.81",10,NA
"0.81-0.86",5,NA
"0.86-0.91",0,NA
"0.91-0.96",0,NA
"Shannon_Index",2.53801449078039,1.50740132768643
