"Sample","Hmsq","Hcos","Ans","IQ"
"Y237-3-EA.mzXML",0.671820274189506,0.870730724618691,0.288461538461538,0.389662487576755
"Y237-3-Me.mzXML",0.926759642853918,0.875377153530423,0.337837837837838,0.28667512192594
"Y239-3-Bu.mzXML",0.572491223268242,0.69041314666237,0.124031007751938,0.53768820743915
"Y239-3-EA.mzXML",0.758685460009716,0.555625755643535,0.222222222222222,0.487822187374842
"Y239-3-Me.mzXML",0.802062665101648,0.781085966178742,0.240196078431373,0.392218430096079
"Y244-3-Bu.mzXML",0.547653144229084,0.842591027678582,0.421052631578947,0.396234398837796
"Y244-3-EA.mzXML",0.494599523142979,0.893085588239884,0.384615384615385,0.409233168000584
"Y244-3-Me.mzXML",0.61934471731315,0.870807139160756,0.288461538461538,0.407128868354852
"Y254-3-Bu.mzXML",0.726503807060792,0.862789609059792,0.536585365853659,0.291373739341919
"Y254-3-EA.mzXML",0.571629137318304,0.569463428213293,0.419354838709677,0.479850865252908
"Y254-3-Me.mzXML",0.75825287050055,0.668756029014562,0.411764705882353,0.387075464867512
"Y256-3-Bu.mzXML",0.900709207386804,0.836650343242174,0.53125,0.243796816457007
"Y256-3-EA.mzXML",0.970721387829813,0.805974062198111,0.396825396825397,0.275493051048893
"Y256-3-Me.mzXML",0.834171520441876,0.885843595102013,0.328125,0.317286628152037
"Y260-3-Bu.mzXML",0.746537619700719,0.978843101178917,0.298969072164948,0.325216735651805
"Y260-3-EA.mzXML",0.873026805664913,0.969941454285548,0.345864661654135,0.270389026131802
"Y260-3-Me.mzXML",0.778150221098028,0.987611507262369,0.286821705426357,0.315805522071082
"Y280-3-Bu.mzXML",0.648932839678613,0.834749506887754,0.222222222222222,0.431365143737137
"Y280-3-EA.mzXML",0.698355217740312,0.973204835383268,0.247311827956989,0.36037603963981
"Y280-3-Me.mzXML",0.547274638663273,0.887797800480952,0.209876543209877,0.451683672548633
"Y281-3-Bu.mzXML",0.57944660648197,0.836866066008884,0.24,0.447895775836382
"Y281-3-EA.mzXML",0.617048151798601,0.49085127608988,0.442307692307692,0.483264293267942
"Y281-3-Me.mzXML",0.61526300307931,0.618611252457618,0.265060240963855,0.500355167833072
"Y282-3-Bu.mzXML",0.695523323774844,0.692160997078944,0.120772946859903,0.497180910762103
"Y282-3-EA.mzXML",0.679269588893128,0.923651145433391,0.165605095541401,0.410491390044027
"Y282-3-Me.mzXML",0.783874321066846,0.775720576930459,0.202898550724638,0.412502183759352
"Y330-3-Bu.mzXML",0.639964963186378,0.979074004107772,0.310810810810811,0.35671674063168
"Y330-3-EA.mzXML",0.709467165423179,0.845505778964872,0.32,0.375009018537316
"Y330-3-Me.mzXML",0.711146076652755,0.955383440456074,0.385245901639344,0.316074860417275
"Y331-3-Bu.mzXML",0.683451942687331,0.573800729231681,0.313253012048193,0.476498105344265
"Y331-3-EA.mzXML",0.789543763444264,0.591306925867381,0.282352941176471,0.445598789837295
"Y331-3-Me.mzXML",0.772815850930255,0.689305115554313,0.283333333333333,0.418181900060699
"Y363-3-Bu.mzXML",0.547653144229084,0.383313840478783,0.35,0.573011005097378
"Y363-3-EA.mzXML",0.461286961790852,0.38867019189797,0.25,0.633347615437059
"Y363-3-Me.mzXML",0.546068620707939,0.384560793070843,0.384615384615385,0.561585067201945
"Y486-3-Bu.mzXML",0.620997420836373,0.687362162632347,0.189655172413793,0.500661748039162
"Y486-3-EA.mzXML",0.665451152429766,0.957072889287064,0.258823529411765,0.372884142957135
"Y486-3-Me.mzXML",0.678532847453644,0.825725888506282,0.201342281879195,0.43146632738696
"Y498-3-Bu.mzXML",0.493664777207036,0.352191620533052,0.352941176470588,0.600400808596441
"Y498-3-EA.mzXML",0.643363719562003,0.355763101596313,0.363636363636364,0.54574560506844
"Y498-3-Me.mzXML",0.691930442686279,0.515849489658678,0.428571428571429,0.454549546361205
"Y646-3-Bu.mzXML",0.643363719562003,0.336147810607706,0.333333333333333,0.562385045498986
"Y646-3-EA.mzXML",0.643363719562003,0.360127978572427,0.32,0.558836100621857
"Y646-3-Me.mzXML",0.773642023612214,0.505714120223141,0.394736842105263,0.441969004686461
"Y666-3-Bu.mzXML",0,0.588254838828537,0.333333333333333,0.69280394261271
"Y666-3-EA.mzXML",0.587014351131049,0.941050772248808,0.692307692307692,0.25987572810415
"Y666-3-Me.mzXML",0.543843930576137,0.802317496485078,0.225,0.476279524312928
"Y673-3-Bu.mzXML",0.257345487824801,0.613979705439717,0.5,0.542891602245161
"Y673-3-EA.mzXML",0.407882947932103,0.540717374493438,0.428571428571429,0.540942749667677
"Y673-3-Me.mzXML",0.466124252525326,0.790957924900236,0.4,0.447639274191479
"Y678-3-Bu.mzXML",0.734408587386867,0.854305674974528,0.258278145695364,0.38433586398108
"Y678-3-EA.mzXML",0.78439106322123,0.961052915257093,0.263513513513513,0.330347502669388
"Y678-3-Me.mzXML",0.780289283374602,0.932904097119491,0.311688311688312,0.325039435939198
"Y679-3-Bu.mzXML",0.928228892894852,0.807733291316229,0.547619047619048,0.238806256056624
"Y679-3-EA.mzXML",0.648932839678613,0.884956760302333,0.318181818181818,0.382642860612412
"Y679-3-Me.mzXML",0.899077814482137,0.849423249829631,0.431034482758621,0.273488150976537
"Y681-3-Bu.mzXML",0.494599523142979,0.360127978572427,0.227272727272727,0.639333257003956
"Y681-3-EA.mzXML",0.494599523142979,0.360127978572427,0.2,0.648424166094865
"Y681-3-Me.mzXML",0.695667480315284,0.822792854234941,0.242424242424242,0.413038474341844
"Y685-3-Bu.mzXML",0.591592304099278,0.666048865446842,0.225806451612903,0.505517459613659
"Y685-3-EA.mzXML",0.542416156791566,0.878915153298977,0.225,0.451222896636486
"Y685-3-Me.mzXML",0.588888875364825,0.582370760479871,0.158940397350993,0.55659998893477
"Y690-3-Bu.mzXML",0.257345487824801,0,0.181818181818182,0.853612110119006
"Y690-3-EA.mzXML",0.236319289382235,0.392169892552358,0.6,0.590503606021802
"Y690-3-Me.mzXML",0.334239017597641,0.572233881838571,0.19047619047619,0.634350303362532
"Y694-3-Bu.mzXML",0.386018231737202,0.992440449123369,0.8,0.27384710637981
"Y694-3-EA.mzXML",0.665228435756904,0.841901773785605,0.631578947368421,0.287096947696357
"Y694-3-Me.mzXML",0.45305545224832,0.699693493465801,0.276595744680851,0.523551769868343
"Y703-3-Bu.mzXML",0.407882947932103,0.508041132260622,0.375,0.569691973269092
"Y703-3-EA.mzXML",0,0,0.333333333333333,0.888888888888889
"Y703-3-Me.mzXML",0.474125861993426,0.740905568873363,0.25,0.51165618971107
