"Sample","Hmsq","Hcos","Ans","IQ"
"S055-3-Me.mzXML",0.45317615183133,0.537645547321879,0.208333333333333,0.600281655837819
"S103-3-Bu.mzXML",0.715584915934165,0.801953206873266,0.219178082191781,0.421094598333596
"S103-3-EA.mzXML",0.764168262441395,0.903832486196067,0.283333333333333,0.349555306009735
"S103-3-Me.mzXML",0.788961636127113,0.874822654873336,0.287128712871287,0.349695665376088
"S143-3-Bu.mzXML",0.942793623947239,0.875651105468136,0.385964912280702,0.265196786101308
"S143-3-EA.mzXML",0.942078694496615,0.955580491277749,0.375,0.242446938075212
"S143-3-Me.mzXML",0.762671323590588,0.93703675953111,0.397058823529412,0.301077697782964
"S197-3-Bu.mzXML",0.819812792675952,0.769307481899229,0.242236024844721,0.389547900193366
"S197-3-EA.mzXML",0.832885447113917,0.928856209782407,0.333333333333333,0.301641669923448
"S197-3-Me.mzXML",0.792882239334103,0.992443106926421,0.298642533936652,0.305344039934275
"S205-3-Bu.mzXML",0.829999462298669,0.804210722521367,0.265536723163842,0.366751030672041
"S205-3-EA.mzXML",0.835041420296652,0.946199629776019,0.275510204081633,0.314416248615232
"S205-3-Me.mzXML",0.807134455972766,0.967692163245147,0.277777777777778,0.31579853433477
"S237-3-Bu.mzXML",0.788154964132688,0.659090676960462,0.274390243902439,0.426121371668137
"S237-3-EA.mzXML",0.858397158852799,0.69799835464027,0.288770053475936,0.384944811010332
"S237-3-Me.mzXML",0.736225864520383,0.931920058897608,0.289719626168224,0.347378150137928
"S243-3-Bu.mzXML",0.722460121914271,0.972654693277408,0.297872340425532,0.335670948127596
"S243-3-EA.mzXML",0.751713792956761,0.959131786498575,0.325,0.321384806848221
"S243-3-Me.mzXML",0.687785117642016,0.975031290389743,0.254098360655738,0.361028410437501
"S296-3-Bu.mzXML",0.764158968710534,0.924371130964961,0.461538461538462,0.283310479595348
"S296-3-EA.mzXML",0.70047591340282,0.95731360506708,0.277777777777778,0.354810901250774
"S296-3-Me.mzXML",0.660206562735572,0.725009845711516,0.317073170731707,0.432570140273735
"S299-3-Bu.mzXML",0.474125861993426,0.76831882811475,0.194444444444444,0.521036955149126
"S299-3-EA.mzXML",0.381734910383489,0.416201328037306,0.144578313253012,0.685828482775398
"S299-3-Me.mzXML",0.375505132515919,0.784339785104716,0.146341463414634,0.564604539654911
"S325-3-Bu.mzXML",0.69348984955529,0.88837528047163,0.555555555555556,0.287526438139175
"S325-3-EA.mzXML",0.589959705703253,0.775319530107195,0.464285714285714,0.390145016634612
"S325-3-Me.mzXML",0.730918812525214,0.768859429234444,0.483870967741935,0.338783596832802
"S342-3-Bu.mzXML",0.450354603693402,0.370859500046263,0.32,0.619595298753445
"S342-3-EA.mzXML",0.745347556425163,0.868943405012903,0.424242424242424,0.320488871439836
"S342-3-Me.mzXML",0.731233325311956,0.558578275443245,0.294117647058824,0.472023584061992
"S416-3-Bu.mzXML",0.736413624770339,0.878864756122117,0.453125,0.310532206369181
"S416-3-EA.mzXML",0.765057512063073,0.853992861415334,0.417582417582418,0.321122402979725
"S416-3-Me.mzXML",0.799521447496332,0.947643816175773,0.413223140495868,0.279870531944009
"S673-3-Bu.mzXML",0.865642651189998,0.960793866003088,0.123893805309735,0.34988989249906
"S673-3-EA.mzXML",0.711354765713242,0.839957093348381,0.102389078498294,0.448766354146695
"S673-3-Me.mzXML",0.810739314307126,0.890959586454202,0.182291666666667,0.372003144190668
"S744-3-Bu.mzXML",0.840286184669973,0.866898584129132,0.151785714285714,0.38034317230506
"S744-3-EA.mzXML",0.77895618474641,0.914485283440089,0.142307692307692,0.388083613168603
"S744-3-Me.mzXML",0.765489869222878,0.878496859686124,0.131652661064426,0.408120203342191
"S801-3-Bu.mzXML",0.606148613411345,0.810666419936178,0.307692307692308,0.42516421965339
"S801-3-EA.mzXML",0.597537718272899,0.701152041476766,0.434782608695652,0.422175877184894
"S801-3-Me.mzXML",0.692291355025713,0.870349353728455,0.296703296703297,0.380218664847511
"S820-3-Bu.mzXML",0.630708959663863,0.676985953712905,0.590909090909091,0.36713199857138
"S820-3-EA.mzXML",0.525080886343511,0.772046851827359,0.461538461538462,0.413777933430223
"S820-3-Me.mzXML",0.600365036520861,0.669171665122039,0.441176470588235,0.429762275922955
"S848-3-Bu.mzXML",0.52982646494776,0.392169892552358,0.428571428571429,0.549810737976151
"S848-3-EA.mzXML",0.568654001343242,0.666640481053119,0.558823529411765,0.401960662730625
"S848-3-Me.mzXML",0.450354603693402,0.380777590300935,0.470588235294118,0.566093190237182
"S860-3-Bu.mzXML",0.257345487824801,0.392169892552358,1,0.45016153987428
"S860-3-EA.mzXML",0.514690975649602,0.572233881838571,0.307692307692308,0.535127611606506
"S860-3-Me.mzXML",0.461286961790852,0.855716985923133,0.352941176470588,0.443351625271809
"S863-3-Bu.mzXML",0.526641931458229,0.283118463402505,0.204081632653061,0.662052657495402
"S863-3-EA.mzXML",0.706586867107803,0.853208362184837,0.301587301587302,0.379539156373353
"S863-3-Me.mzXML",0.601165580851413,0.754976675953835,0.2,0.48128591439825
"S960-3-Bu.mzXML",0.736285771170397,0.62681565200042,0.113074204946996,0.507941457294062
"S960-3-EA.mzXML",0.622614505809817,0.67090004486146,0.122448979591837,0.528012156578962
"S960-3-Me.mzXML",0.716622377004375,0.799582214611787,0.178247734138973,0.435182558081622
"S991-3-Bu.mzXML",0.846767051441314,0.853537853660418,0.266666666666667,0.344342809410534
"S991-3-EA.mzXML",0.7531058696144,0.824119915905926,0.284848484848485,0.37930857654373
"S991-3-Me.mzXML",0.851069011252927,0.992784330212434,0.327354260089686,0.276264132814984
"S996-3-Bu.mzXML",0.701867376774541,0.734123424675546,0.278571428571429,0.428479256659495
"S996-3-EA.mzXML",0.791133337234717,0.854523353859564,0.335483870967742,0.339619812645992
"S996-3-Me.mzXML",0.714669820614956,0.940040680302323,0.291497975708502,0.35126384112474
"T001-3-Bu.mzXML",0.799032888201585,0.560215540821874,0.722222222222222,0.306176449584773
"T001-3-EA.mzXML",0.775551980326233,0.582507393151526,0.490196078431373,0.383914849363623
"T001-3-Me.mzXML",0.910619549752506,0.879222138512162,0.349397590361446,0.286920240457962
"T003-3-Bu.mzXML",0.620614949224064,0.753722334465335,0.371428571428571,0.41807804829401
"T003-3-EA.mzXML",0.745347556425163,0.678286833471644,0.424242424242424,0.38404106195359
"T003-3-Me.mzXML",0.546395712108548,0.907131254418016,0.338709677419355,0.40258778535136
"T005-3-Bu.mzXML",0.845840627094938,0.820759657759287,0.54,0.264466571715258
"T005-3-EA.mzXML",0.854883206097701,0.940532385073576,0.265822784810127,0.312920541339532
"T005-3-Me.mzXML",0.862656955772195,0.821249988552972,0.56,0.252031018558277
"T029-3-Bu.mzXML",0.726217231555648,0.701911923557626,0.289655172413793,0.427405224157645
"T029-3-EA.mzXML",0.78445213282417,0.827842319990507,0.288590604026846,0.366371647719493
"T029-3-Me.mzXML",0.66383092448188,0.889683973905287,0.283783783783784,0.387567105943016
"T045-3-Bu.mzXML",0.720538189413753,0.630207424994767,0.225352112676056,0.474634090971808
"T045-3-EA.mzXML",0.707613211325496,0.783761872623023,0.286764705882353,0.407286736723043
"T045-3-Me.mzXML",0.637074272098189,0.923867103299371,0.226415094339623,0.404214510087606
"T084-3-Bu.mzXML",0.619080357999865,0.961692828637214,0.533333333333333,0.295297826676529
"T084-3-EA.mzXML",0.547653144229084,0.92335161165397,0.636363636363636,0.297543869251103
"T084-3-Me.mzXML",0.732238224817856,0.953147260548972,0.458333333333333,0.28542706043328
"T088-3-Bu.mzXML",0.391661328013058,0.904594183473846,0.157894736842105,0.515283250556997
"T088-3-EA.mzXML",0.629580126588149,0.885091755935551,0.148648648648649,0.445559822942551
"T088-3-Me.mzXML",0.791999431914882,0.710013833059031,0.4375,0.353495578342029
"T124-3-Bu.mzXML",0.779147624572238,0.720903263819087,0.727272727272727,0.25755879477865
"T124-3-EA.mzXML",0.84703585383544,0.662210133386822,0.493333333333333,0.332473559814802
"T124-3-Me.mzXML",0.873108237408273,0.927036730883733,0.382352941176471,0.272500696843841
"T131-3-Bu.mzXML",0.907454397816539,0.629653657054498,0.615384615384615,0.282502443248116
"T131-3-EA.mzXML",0.891720864776901,0.571299658678026,0.576271186440678,0.320236096701465
"T131-3-Me.mzXML",0.862098486125816,0.734511923819601,0.445945945945946,0.319147881369546
"T133-3-Bu.mzXML",0.807954755322187,0.698822066746175,0.652173913043478,0.28034975496272
"T133-3-EA.mzXML",0.587818045026396,0.661126165521621,0.333333333333333,0.47257415203955
"T133-3-Me.mzXML",0.77475684571049,0.755088081941522,0.25,0.406718357449329
"T138-3-Bu.mzXML",0.772130639085142,0.78102265685777,0.291139240506329,0.385235821183586
"T138-3-EA.mzXML",0.814672528843564,0.883659922053741,0.3,0.333889183034232
"T138-3-Me.mzXML",0.703753727588928,0.940672401435164,0.339366515837104,0.338735785046268
"T148-3-Bu.mzXML",0.820496480959339,0.73779165617385,0.25,0.39723728762227
"T148-3-EA.mzXML",0.768961784634429,0.763677857780765,0.276073619631902,0.397095579317635
"T148-3-Me.mzXML",0.790957487921055,0.975581433291377,0.31651376146789,0.305649105773226
"T150-3-EA.mzXML",0.386018231737202,0.360127978572427,0.666666666666667,0.529062374341235
"T150-3-Me.mzXML",0.451053368487014,0.722522434435848,0.272727272727273,0.517898974783288
"T250-3-Bu.mzXML",0.682112730317741,0.820413592696896,0.1417004048583,0.451924424042354
"T250-3-EA.mzXML",0.793810706249165,0.936966209399857,0.181347150259067,0.36262531136397
"T250-3-Me.mzXML",0.714666062126792,0.722952004379352,0.180392156862745,0.460663258877037
"T261-3-Bu.mzXML",0.597537718272899,0.722522434435848,0.294117647058824,0.46194073341081
"T261-3-EA.mzXML",0.257345487824801,0,0.4,0.780884837391733
"T261-3-Me.mzXML",0.622617027036882,0.77854670480047,0.173076923076923,0.475253115028575
"T403-3-Bu.mzXML",0.257345487824801,0.318158854899217,0.166666666666667,0.752609663536439
"T403-3-EA.mzXML",0.407882947932103,0.572233881838571,0.272727272727273,0.582385299167351
"T403-3-Me.mzXML",0.571870975038929,0.687362162632347,0.354838709677419,0.461976050883768
"T569-3-Bu.mzXML",0.878792411760938,0.816481570193944,0.291925465838509,0.33760018406887
"T569-3-EA.mzXML",0.833474918126787,0.807524889592919,0.303225806451613,0.351924795276227
"T569-3-Me.mzXML",0.787630354926453,0.982477655020386,0.288288288288288,0.313867900588291
"T584-3-Bu.mzXML",0.502036215751463,0.880985876425022,0.236363636363636,0.460204757153293
"T584-3-EA.mzXML",0.400065478768437,0.861659892655617,0.209677419354839,0.509532403073702
"T584-3-Me.mzXML",0.44509805408276,0.880985876425022,0.30952380952381,0.454797419989469
"T603-3-Bu.mzXML",0.755900305266144,0.904122701098254,0.423913043478261,0.305354650052447
"T603-3-EA.mzXML",0.676856597363026,0.938548935728912,0.414414414414414,0.323393350831216
"T603-3-Me.mzXML",0.686870972032235,0.938491121233674,0.438461538461538,0.312058789424184
"T609-3-Bu.mzXML",0.800798556619709,0.912269098043338,0.480392156862745,0.268846729491402
"T609-3-EA.mzXML",0.806209798367741,0.83712057936656,0.445544554455446,0.303708355936751
"T609-3-Me.mzXML",0.848681711554742,0.955272517030659,0.421875,0.258056923804866
"T796-3-Bu.mzXML",0.622617027036882,0.518518931866218,0.272727272727273,0.528712256123209
"T796-3-EA.mzXML",0.61502949122882,0.77854670480047,0.254237288135593,0.450728838611705
"T796-3-Me.mzXML",0.637500617689254,0.869449234771675,0.228571428571429,0.421492906322548
"T798-3-Bu.mzXML",0.415357023190113,0.60854470253476,0.117647058823529,0.619483738483866
"T798-3-EA.mzXML",0.478290797648093,0.713429786418256,0.082089552238806,0.575396621231615
"T798-3-Me.mzXML",0.403599626578389,0.751593327936999,0.148760330578512,0.5653489049687
"T799-3-Bu.mzXML",0.765393644966005,0.860445004034101,0.145510835913313,0.409550171695527
"T799-3-EA.mzXML",0.761061001856796,0.815621924995182,0.123809523809524,0.433169183112833
"T799-3-Me.mzXML",0.701496492530803,0.898990460490698,0.125984251968504,0.424509598336665
"T800-3-Bu.mzXML",0.245619284079303,0.642473643957389,0.117647058823529,0.66475333771326
"T800-3-EA.mzXML",0.494408418821514,0.659034454679163,0.11965811965812,0.575633002280401
"T800-3-Me.mzXML",0.531966755387292,0.785880240931714,0.170731707317073,0.503807098787974
"T849-3-Bu.mzXML",0.674593267111061,0.682122221158339,0.271428571428571,0.45728531343401
"T849-3-EA.mzXML",0.813976495316747,0.861426063519474,0.243243243243243,0.360451399306845
"T849-3-Me.mzXML",0.750927450921143,0.926550571959224,0.274336283185841,0.349395231311264
"T850-3-Bu.mzXML",0.567765633352373,0.762377302556597,0.15625,0.504535688030343
"T850-3-EA.mzXML",0.47263857876447,0.713429786418256,0.0782608695652174,0.578556921750686
"T850-3-Me.mzXML",0.458031216423731,0.633086943990186,0.159663865546218,0.583072658013288
"T851-3-Bu.mzXML",0.732185043614545,0.886611637311699,0.298245614035088,0.360985901679556
"T851-3-EA.mzXML",0.849365904329553,0.864067549198192,0.392857142857143,0.297903134538371
"T851-3-Me.mzXML",0.724443249441977,0.950281073356523,0.29126213592233,0.34467118042639
"T854-3-EA.mzXML",0.257345487824801,0,0.333333333333333,0.803107059613955
"T854-3-Me.mzXML",0.486656044392848,0.582558687702826,0.236842105263158,0.56464772088039
"T855-3-Bu.mzXML",0,0.360127978572427,0.333333333333333,0.768846229364747
"T855-3-EA.mzXML",0.493664777207036,0.339562896633947,0.461538461538462,0.568411288206851
"T855-3-Me.mzXML",0.579027347605802,0.722522434435848,0.228571428571429,0.489959596462307
"T857-3-Bu.mzXML",0.490407614087464,0.6969472008507,0.137931034482759,0.558238050193026
"T857-3-EA.mzXML",0.475172833893269,0.6969472008507,0.0970873786407767,0.576930862205085
"T857-3-Me.mzXML",0.563257698773878,0.762377302556597,0.15,0.508121666223175
"T859-3-Bu.mzXML",0.47263857876447,0.694704269507038,0.142857142857143,0.563266669623783
"T859-3-EA.mzXML",0.442321021839411,0.765837025691431,0.172727272727273,0.539704893247295
"T859-3-Me.mzXML",0.489344092753733,0.748796668479777,0.153153153153153,0.536235361871112
"X481-3-Bu.mzXML",0.404277047078598,0.897773525894306,0.212765957446809,0.495061156526763
"X481-3-EA.mzXML",0.461286961790852,0.49085127608988,0.0857142857142857,0.654049158801661
"X481-3-Me.mzXML",0.469093369887376,0.906413693727753,0.214285714285714,0.470069074033052
"X482-3-Bu.mzXML",0.777712271961212,0.896159042214648,0.276595744680851,0.349844313714429
"X482-3-EA.mzXML",0.728946760184909,0.900630399019439,0.236559139784946,0.377954567003568
"X482-3-Me.mzXML",0.723888999226295,0.938062399737048,0.274725274725275,0.354441108770461
"X508-3-Bu.mzXML",0.681810484448423,0.662528579799077,0.41025641025641,0.41513484183203
"X508-3-EA.mzXML",0.620591011061367,0.943419212554324,0.28125,0.38491325879477
"X508-3-Me.mzXML",0.539716406344347,0.992440449123369,0.347826086956522,0.373339019191921
"X814-3-Bu.mzXML",0.554743986043664,0.708790185587306,0.126984126984127,0.536493900461634
"X814-3-EA.mzXML",0.459145301113996,0.854944692741041,0.127659574468085,0.519416810558959
"X814-3-Me.mzXML",0.55637532931621,0.656411982047195,0.134020618556701,0.551064023359965
"X891-3-Bu.mzXML",0.863297993544116,0.85740765406782,0.32258064516129,0.318904569075591
"X891-3-EA.mzXML",0.878684354083018,0.822145988914466,0.372262773722628,0.308968961093296
"X891-3-Me.mzXML",0.928646491132917,0.949271131489183,0.387755102040816,0.244775758445695
"Y011-3-Bu.mzXML",0.841017620071987,0.960795815269145,0.375,0.274395521552956
"Y011-3-EA.mzXML",0.869620475908722,0.979529793586682,0.373831775700935,0.259005984934554
"Y011-3-Me.mzXML",0.896228495744149,0.91894652605753,0.25,0.311608326066107
"Y012-3-Bu.mzXML",0.792098824564363,0.912284752050264,0.303867403314917,0.330583006690152
"Y012-3-EA.mzXML",0.755749581303111,0.946558843599214,0.274509803921569,0.341060590392036
"Y012-3-Me.mzXML",0.761626411614917,0.94772356349009,0.277310924369748,0.337779700175082
"Y202-3-Bu.mzXML",0.565924901929911,0.537645547321879,0.214285714285714,0.560714612154165
"Y202-3-EA.mzXML",0.675461446791424,0.756214294193053,0.289473684210526,0.426283524934999
"Y202-3-Me.mzXML",0.570474303952978,0.830646503778166,0.27,0.442959730756285
"Y230-3-Bu.mzXML",0.257345487824801,0.880798886771325,0.5,0.453951875134625
"Y230-3-EA.mzXML",0.69979817624708,0.951956139078211,0.684210526315789,0.221345052786307
"Y230-3-Me.mzXML",0.52029653209311,0.77854670480047,0.258064516129032,0.481030748992463
"Y231-3-Bu.mzXML",0.923182196837571,0.856150756168733,0.28169014084507,0.312992302049542
"Y231-3-EA.mzXML",0.835195217275179,0.887558273956421,0.316901408450704,0.320115033439232
"Y231-3-Me.mzXML",0.897359484639861,0.937777358147498,0.358208955223881,0.268884733996253
"Y234-3-Bu.mzXML",0.474858476252338,0.722522434435848,0.218390804597701,0.528076094904704
"Y234-3-EA.mzXML",0.766160454407666,0.895183883424022,0.338983050847458,0.333224203773618
"Y234-3-Me.mzXML",0.502036215751463,0.588254838828537,0.222222222222222,0.562495574399259
"Y237-3-Bu.mzXML",0.597537718272899,0.86260953488265,0.375,0.38828424894815
