"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.032258064516129,31,-0.110773780789843,0.818087335351186
"0.05-0.10",4,0.129032258064516,31,-0.264218431401968,0.818087335351186
"0.10-0.15",1,0.032258064516129,31,-0.110773780789843,0.818087335351186
"0.15-0.20",0,0,31,0,0.818087335351186
"0.20-0.25",0,0,31,0,0.818087335351186
"0.25-0.30",1,0.032258064516129,31,-0.110773780789843,0.818087335351186
"0.30-0.35",0,0,31,0,0.818087335351186
"0.35-0.40",0,0,31,0,0.818087335351186
"0.40-0.45",0,0,31,0,0.818087335351186
"0.45-0.50",0,0,31,0,0.818087335351186
"0.50-0.55",1,0.032258064516129,31,-0.110773780789843,0.818087335351186
"0.55-0.60",0,0,31,0,0.818087335351186
"0.60-0.65",0,0,31,0,0.818087335351186
"0.65-0.70",0,0,31,0,0.818087335351186
"0.70-0.75",0,0,31,0,0.818087335351186
"0.75-0.80",1,0.032258064516129,31,-0.110773780789843,0.818087335351186
"0.80-0.85",0,0,31,0,0.818087335351186
"0.85-0.90",0,0,31,0,0.818087335351186
"0.90-0.95",0,0,31,0,0.818087335351186
"0.95-1.00",0,0,31,0,0.818087335351186
