"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00862068965517241,116,-0.0409792257853997,0.321009778236877
"0.05-0.10",4,0.0344827586206897,116,-0.116113649309878,0.321009778236877
"0.10-0.15",1,0.00862068965517241,116,-0.0409792257853997,0.321009778236877
"0.15-0.20",0,0,116,0,0.321009778236877
"0.20-0.25",0,0,116,0,0.321009778236877
"0.25-0.30",1,0.00862068965517241,116,-0.0409792257853997,0.321009778236877
"0.30-0.35",0,0,116,0,0.321009778236877
"0.35-0.40",0,0,116,0,0.321009778236877
"0.40-0.45",0,0,116,0,0.321009778236877
"0.45-0.50",0,0,116,0,0.321009778236877
"0.50-0.55",1,0.00862068965517241,116,-0.0409792257853997,0.321009778236877
"0.55-0.60",0,0,116,0,0.321009778236877
"0.60-0.65",0,0,116,0,0.321009778236877
"0.65-0.70",0,0,116,0,0.321009778236877
"0.70-0.75",0,0,116,0,0.321009778236877
"0.75-0.80",1,0.00862068965517241,116,-0.0409792257853997,0.321009778236877
"0.80-0.85",0,0,116,0,0.321009778236877
"0.85-0.90",0,0,116,0,0.321009778236877
"0.90-0.95",0,0,116,0,0.321009778236877
"0.95-1.00",0,0,116,0,0.321009778236877
