"id","MQScore"
"11274","0.218615"
"495","0.128328"
"257078","0.0828557"
"152451","0.0107929"
"338190","0.777675"
"338187","0.77386"
"156047","0.296426"
"98244","0.789936"
"96792","0.148878"
"248636","0.159028"
"327593","0.762069"
"338184","0.793084"
"176766","0.03803669999999999"
"338195","0.768101"
"227974","0.173004"
"118562","0.0129219"
"346608","0.659222"
"257050","0.105555"
"155772","0.214858"
"156046","0.27875900000000003"
"327608","0.757645"
"214118","0.41793"
"156055","0.280041"
"156053","0.24059499999999998"
"343897","0.7551399999999999"
"240930","0.0984455"
"156052","0.180873"
"96733","0.0215017"
"61666","0.0685263"
"186794","0.154473"
"92624","0.0605409"
"61578","0.013325"
"186782","0.0833483"
"159146","0.097295"
"156064","0.233656"
"327587","0.517347"
"327623","0.770511"
"492","0.16306500000000002"
"164851","0.16986700000000002"
"140471","0.137942"
"338184","0.793084"
"9812","0.080179"
"301056","0.107419"
"227570","0.176377"
"214140","0.0857882"
"96834","0.15412599999999999"
"96792","0.148878"
"140533","0.0740332"
"61554","0.11775899999999999"
"223634","0.022246099999999998"
"296757","0.189937"
"118564","0.05870650000000001"
"327608","0.757645"
"81523","0.106572"
"298790","0.12572"
"98202","0.010746299999999999"
"972","0.137621"
"118548","0.0295233"
"162615","0.5637979999999999"
"155481","0.0505157"
"81522","0.03595159999999999"
"203306","0.0785888"
"201308","0.308116"
"118549","0.0291374"
"164973","0.190659"
"223632","0.018853099999999998"
"327587","0.517347"
"338190","0.777675"
"156052","0.180873"
"214133","0.0525871"
"156053","0.24059499999999998"
"343897","0.7551399999999999"
"156024","0.276318"
"338195","0.768101"
"229876","0.020273"
"156055","0.280041"
"156064","0.233656"
"327623","0.770511"
"61666","0.0685263"
"98259","0.816497"
"156046","0.27875900000000003"
"215579","0.17236400000000002"
"215575","0.184227"
"19586","0.07589"
"248636","0.159028"
"327587","0.517347"
"203014","0.443779"
"67098","0.6140439999999999"
"11390","0.10580899999999999"
"164050","0.07695980000000001"
"248211","0.131271"
"248255","0.0551377"
"96733","0.0215017"
"221970","0.107154"
"63606","0.79092"
"282932","0.03553080000000001"
"61676","0.0813569"
"257078","0.0828557"
"327608","0.757645"
"152451","0.0107929"
"98244","0.789936"
"19516","0.0861163"
"63630","0.793131"
"214140","0.0857882"
"338199","0.769299"
"118468","0.169621"
"227335","0.0688552"
"11386","0.27881999999999996"
"60377","0.187064"
"495","0.128328"
"338186","0.802334"
"172922","0.14415899999999998"
"189361","0.0573112"
"19601","0.118301"
"119064","0.08530549999999999"
"83050","0.027255"
"214133","0.0525871"
"96792","0.148878"
"61553","0.21965300000000001"
"270793","0.046506599999999995"
"111398","0.0483063"
"19843","0.0708795"
"298790","0.12572"
"270798","0.0600235"
"247876","0.0781438"
"270569","0.032306"
"282901","0.26545"
"98259","0.816497"
"338190","0.777675"
"61666","0.0685263"
"95218","0.0906077"
"111287","0.0839625"
