"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00302114803625378,331,-0.0175290585358824,0.141008724875873
"0.05-0.10",4,0.0120845921450151,331,-0.0533634321964613,0.141008724875873
"0.10-0.15",1,0.00302114803625378,331,-0.0175290585358824,0.141008724875873
"0.15-0.20",0,0,331,0,0.141008724875873
"0.20-0.25",0,0,331,0,0.141008724875873
"0.25-0.30",1,0.00302114803625378,331,-0.0175290585358824,0.141008724875873
"0.30-0.35",0,0,331,0,0.141008724875873
"0.35-0.40",0,0,331,0,0.141008724875873
"0.40-0.45",0,0,331,0,0.141008724875873
"0.45-0.50",0,0,331,0,0.141008724875873
"0.50-0.55",1,0.00302114803625378,331,-0.0175290585358824,0.141008724875873
"0.55-0.60",0,0,331,0,0.141008724875873
"0.60-0.65",0,0,331,0,0.141008724875873
"0.65-0.70",0,0,331,0,0.141008724875873
"0.70-0.75",0,0,331,0,0.141008724875873
"0.75-0.80",1,0.00302114803625378,331,-0.0175290585358824,0.141008724875873
"0.80-0.85",0,0,331,0,0.141008724875873
"0.85-0.90",0,0,331,0,0.141008724875873
"0.90-0.95",0,0,331,0,0.141008724875873
"0.95-1.00",0,0,331,0,0.141008724875873
