"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00561797752808989,178,-0.0291111435409668,0.230847609596344
"0.05-0.10",4,0.0224719101123595,178,-0.08529189189151,0.230847609596344
"0.10-0.15",1,0.00561797752808989,178,-0.0291111435409668,0.230847609596344
"0.15-0.20",0,0,178,0,0.230847609596344
"0.20-0.25",0,0,178,0,0.230847609596344
"0.25-0.30",1,0.00561797752808989,178,-0.0291111435409668,0.230847609596344
"0.30-0.35",0,0,178,0,0.230847609596344
"0.35-0.40",0,0,178,0,0.230847609596344
"0.40-0.45",0,0,178,0,0.230847609596344
"0.45-0.50",0,0,178,0,0.230847609596344
"0.50-0.55",1,0.00561797752808989,178,-0.0291111435409668,0.230847609596344
"0.55-0.60",0,0,178,0,0.230847609596344
"0.60-0.65",0,0,178,0,0.230847609596344
"0.65-0.70",0,0,178,0,0.230847609596344
"0.70-0.75",0,0,178,0,0.230847609596344
"0.75-0.80",1,0.00561797752808989,178,-0.0291111435409668,0.230847609596344
"0.80-0.85",0,0,178,0,0.230847609596344
"0.85-0.90",0,0,178,0,0.230847609596344
"0.90-0.95",0,0,178,0,0.230847609596344
"0.95-1.00",0,0,178,0,0.230847609596344
