"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00226757369614512,441,-0.0138073579942105,0.111692123434336
"0.05-0.10",4,0.0090702947845805,441,-0.042655333463283,0.111692123434336
"0.10-0.15",1,0.00226757369614512,441,-0.0138073579942105,0.111692123434336
"0.15-0.20",0,0,441,0,0.111692123434336
"0.20-0.25",0,0,441,0,0.111692123434336
"0.25-0.30",1,0.00226757369614512,441,-0.0138073579942105,0.111692123434336
"0.30-0.35",0,0,441,0,0.111692123434336
"0.35-0.40",0,0,441,0,0.111692123434336
"0.40-0.45",0,0,441,0,0.111692123434336
"0.45-0.50",0,0,441,0,0.111692123434336
"0.50-0.55",1,0.00226757369614512,441,-0.0138073579942105,0.111692123434336
"0.55-0.60",0,0,441,0,0.111692123434336
"0.60-0.65",0,0,441,0,0.111692123434336
"0.65-0.70",0,0,441,0,0.111692123434336
"0.70-0.75",0,0,441,0,0.111692123434336
"0.75-0.80",1,0.00226757369614512,441,-0.0138073579942105,0.111692123434336
"0.80-0.85",0,0,441,0,0.111692123434336
"0.85-0.90",0,0,441,0,0.111692123434336
"0.90-0.95",0,0,441,0,0.111692123434336
"0.95-1.00",0,0,441,0,0.111692123434336
