"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",11,0.115789473684211,95,-0.249639976913935,1.4756875311328
"0.75-0.80",15,0.157894736842105,95,-0.291446319552368,1.4756875311328
"0.80-0.85",22,0.231578947368421,95,-0.33876165938241,1.4756875311328
"0.85-0.90",18,0.189473684210526,95,-0.315190446386092,1.4756875311328
"0.90-0.95",80,0.842105263157895,95,-0.144716005832976,1.4756875311328
"0.95-1.00",81,0.852631578947368,95,-0.135933123065013,1.4756875311328
