"id","MQScore"
"159259","0.09955839999999999"
"63835","0.982218"
"322292","0.903624"
"92701","0.091894"
"229252","0.0125994"
"119248","0.260205"
"183347","0.095324"
"275099","0.065737"
"111735","0.0328436"
"63840","0.955155"
"199131","0.121004"
"92894","0.253325"
"285","0.014419"
"176999","0.058812300000000005"
"119246","0.272498"
"61578","0.013325"
"297238","0.808875"
"252","0.0400325"
"186572","0.031247300000000002"
"159264","0.110627"
"183935","0.29693800000000004"
"322287","0.904993"
"183878","0.279791"
"62355","0.168388"
"152451","0.0107929"
"322286","0.886922"
"63607","0.691268"
"118562","0.0129219"
"154711","0.0834088"
"227974","0.173004"
"45504","0.0124774"
"210482","0.0898946"
"240930","0.0984455"
"63605","0.9670000000000001"
"119241","0.348258"
"183908","0.121887"
"322291","0.90422"
"322282","0.899517"
"154713","0.0469671"
"201308","0.308116"
"275099","0.065737"
"98259","0.816497"
"223633","0.0313655"
"218744","0.0200143"
"119248","0.260205"
"210482","0.0898946"
"298790","0.12572"
"314438","0.118523"
"322291","0.90422"
"118549","0.0291374"
"81519","0.0724879"
"223634","0.022246099999999998"
"63817","0.956269"
"314437","0.0895066"
"207584","0.17163299999999998"
"186986","0.07530629999999999"
"214133","0.0525871"
"172867","0.109648"
"199131","0.121004"
"164851","0.16986700000000002"
"296757","0.189937"
"45504","0.0124774"
"118564","0.05870650000000001"
"322287","0.904993"
"139530","0.274285"
"183348","0.142002"
"301075","0.11578699999999999"
"214140","0.0857882"
"63605","0.9670000000000001"
"184658","0.14397000000000001"
"278775","0.0488236"
"240930","0.0984455"
"119246","0.272498"
"170259","0.07020080000000001"
"111735","0.0328436"
"92701","0.091894"
"118562","0.0129219"
"155494","0.0508559"
"188274","0.056605600000000006"
"249703","0.183692"
"61666","0.0685263"
"186573","0.149428"
"61576","0.029559199999999997"
"301056","0.107419"
"63607","0.691268"
"183347","0.095324"
"322287","0.904993"
"61578","0.013325"
"322292","0.903624"
"170259","0.07020080000000001"
"637","0.347531"
"92701","0.091894"
"241049","0.0791694"
"184339","0.122153"
"322282","0.899517"
"183348","0.142002"
"111735","0.0328436"
"155436","0.0228878"
"159145","0.0957489"
"45504","0.0124774"
"111499","0.0855896"
"257078","0.0828557"
"297182","0.8668049999999999"
"221970","0.107154"
"119246","0.272498"
"19601","0.118301"
"142217","0.057379"
"63835","0.982218"
"183908","0.121887"
"163296","0.044654400000000004"
"275099","0.065737"
"248415","0.055859000000000006"
"285","0.014419"
"119262","0.215798"
"154711","0.0834088"
"155435","0.115008"
"248636","0.159028"
"297238","0.808875"
"186573","0.149428"
"63817","0.956269"
"174538","0.21622800000000003"
"240930","0.0984455"
"495","0.128328"
"125109","0.0355788"
"249662","0.0922914"
"164072","0.0805488"
"186572","0.031247300000000002"
"11386","0.27881999999999996"
"249620","0.100598"
"199131","0.121004"
"63605","0.9670000000000001"
"98212","0.87908"
"248255","0.0551377"
"119064","0.08530549999999999"
"168020","0.0650102"
"61509","0.0802344"
"119248","0.260205"
"119054","0.123384"
"183875","0.317397"
"63607","0.691268"
"252","0.0400325"
"200542","0.0179173"
