"Stratum","MQScore_Count","pi","Total","pi_ln_pi","shannon_index"
"0.00-0.05",1,0.00193798449612403,516,-0.0121048580726387,0.0981972547380901
"0.05-0.10",4,0.00775193798449612,516,-0.0376729643748967,0.0981972547380901
"0.10-0.15",1,0.00193798449612403,516,-0.0121048580726387,0.0981972547380901
"0.15-0.20",0,0,516,0,0.0981972547380901
"0.20-0.25",0,0,516,0,0.0981972547380901
"0.25-0.30",1,0.00193798449612403,516,-0.0121048580726387,0.0981972547380901
"0.30-0.35",0,0,516,0,0.0981972547380901
"0.35-0.40",0,0,516,0,0.0981972547380901
"0.40-0.45",0,0,516,0,0.0981972547380901
"0.45-0.50",0,0,516,0,0.0981972547380901
"0.50-0.55",1,0.00193798449612403,516,-0.0121048580726387,0.0981972547380901
"0.55-0.60",0,0,516,0,0.0981972547380901
"0.60-0.65",0,0,516,0,0.0981972547380901
"0.65-0.70",0,0,516,0,0.0981972547380901
"0.70-0.75",0,0,516,0,0.0981972547380901
"0.75-0.80",1,0.00193798449612403,516,-0.0121048580726387,0.0981972547380901
"0.80-0.85",0,0,516,0,0.0981972547380901
"0.85-0.90",0,0,516,0,0.0981972547380901
"0.90-0.95",0,0,516,0,0.0981972547380901
"0.95-1.00",0,0,516,0,0.0981972547380901
