"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",4,0.051948051948052,77,-0.153636938219937,1.49585305490489
"0.75-0.80",4,0.051948051948052,77,-0.153636938219937,1.49585305490489
"0.80-0.85",9,0.116883116883117,77,-0.250899059748795,1.49585305490489
"0.85-0.90",12,0.155844155844156,77,-0.289698509932314,1.49585305490489
"0.90-0.95",46,0.597402597402597,77,-0.307760326841183,1.49585305490489
"0.95-1.00",40,0.519480519480519,77,-0.340221281942726,1.49585305490489
