"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",51,0.0382595648912228,1333,-0.124854798244691,1.65804864237544
"0.75-0.80",63,0.0472618154538635,1333,-0.144245546443055,1.65804864237544
"0.80-0.85",276,0.207051762940735,1333,-0.326062311651455,1.65804864237544
"0.85-0.90",459,0.344336084021005,1333,-0.36710947752756,1.65804864237544
"0.90-0.95",381,0.285821455363841,1333,-0.357959345134895,1.65804864237544
"0.95-1.00",306,0.229557389347337,1333,-0.337817163373786,1.65804864237544
