"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",21,0.0882352941176471,238,-0.214213079642475,1.60528432049966
"0.75-0.80",41,0.172268907563025,238,-0.302969087754848,1.60528432049966
"0.80-0.85",38,0.159663865546218,238,-0.292932821554258,1.60528432049966
"0.85-0.90",34,0.142857142857143,238,-0.277987164150759,1.60528432049966
"0.90-0.95",41,0.172268907563025,238,-0.302969087754848,1.60528432049966
"0.95-1.00",21,0.0882352941176471,238,-0.214213079642475,1.60528432049966
