"Stratum","MQScore_Count","Cosine_Score_Count"
"0.01-0.06",2,0
"0.06-0.11",3,0
"0.11-0.16",2,5
"0.16-0.21",1,4
"0.21-0.26",0,27
"0.26-0.31",7,12
"0.31-0.36",2,NA
"0.36-0.41",0,NA
"0.41-0.46",1,NA
"0.46-0.51",0,NA
"0.51-0.56",2,NA
"0.56-0.61",4,NA
"0.61-0.66",2,NA
"0.66-0.71",3,NA
"0.71-0.76",1,NA
"0.76-0.81",0,NA
"0.81-0.86",1,NA
"0.86-0.91",1,NA
"0.91-0.96",0,NA
"Shannon_Index",2.44418296450364,1.11289179869491
