"Stratum","Count","pi","Total","pi_ln_pi","shannon_index"
"0.70-0.75",25,0.0664893617021277,376,-0.180233598305964,1.88248477694158
"0.75-0.80",54,0.143617021276596,376,-0.278703923480275,1.88248477694158
"0.80-0.85",79,0.210106382978723,376,-0.327795643571561,1.88248477694158
"0.85-0.90",120,0.319148936170213,376,-0.36449917040676,1.88248477694158
"0.90-0.95",143,0.38031914893617,376,-0.367671450472309,1.88248477694158
"0.95-1.00",160,0.425531914893617,376,-0.36358099070471,1.88248477694158
